,0
51087,0.0
51088,0.0
51089,0.0
51090,0.0
51091,0.019707143
51092,0.22533453
51093,0.0014740481
51094,6.330865
51095,0.90615946
51096,0.0
51097,0.0
51098,0.0
51099,0.38892886
51100,0.0
51101,6.037392
51102,0.0
51103,0.37774715
51104,2.4333012
51105,0.0
51106,0.0
51107,0.0
51108,0.0
51109,0.0
51110,1.4772261
51111,0.0
51112,0.0
51113,0.0
51114,0.0
51115,0.0
51116,0.0
51117,0.0
51118,0.0
51119,0.0
51120,0.0
51121,0.0
51122,0.0
51123,0.0
51124,0.0
51125,0.0
51126,0.0
51127,0.0
51128,0.0005234754
51129,0.20419359
51130,0.0
51131,0.0
51132,0.0
51133,0.0
51134,0.0
51135,0.0
51136,0.0
51137,0.0
51138,0.0
51139,0.0
51140,0.23681659
51141,0.0
51142,0.0
51143,0.0
51144,0.4418817
51145,0.0
51146,0.0
51147,0.0
51148,0.31530738
51149,0.0
51150,0.0
51151,0.0
51152,0.08051685
51153,0.0
51154,0.0
51155,0.0
51156,0.0
51157,0.0
51158,0.0
51159,0.0
51160,0.0
51161,0.0
51162,0.0
51163,0.0
51164,0.0
51165,0.0
51166,0.0
51167,0.0
51168,0.0
51169,0.0
51170,0.0
51171,0.0
51172,0.0
51173,0.0
51174,6.4755816
51175,0.0
51176,0.0
51177,0.0
51178,0.18687554
51179,0.0
51180,0.0
51181,0.0
51182,0.0
51183,0.0
51184,0.0
51185,0.0
51186,0.0
51187,0.0
51188,0.0
51189,0.0
51190,0.0
51191,0.0
51192,0.6907652
51193,0.122312725
51194,5.0763087
51195,0.0
51196,0.0
51197,0.0
51198,0.0
51199,0.0
51200,7.4086843
51201,0.0
51202,0.0
51203,0.0
51204,0.0
51205,0.0
51206,0.0
51207,0.29926822
51208,0.0
51209,0.0
51210,1.2760017
51211,0.0
51212,0.0
51213,0.0
51214,0.27592525
51215,0.0
51216,0.0
51217,0.3736746
51218,1.5495944
51219,0.0
51220,0.29168978
51221,0.0
51222,0.0
51223,3.308659
51224,0.0
51225,0.0
51226,0.0
51227,0.0
51228,0.0
51229,0.0
51230,0.0
51231,0.0
51232,0.0
51233,0.030566124
51234,0.0
51235,0.0
51236,0.8235918
51237,0.0
51238,0.0
51239,0.0
51240,0.0
51241,0.0
51242,0.0
51243,0.0
51244,0.0
51245,0.0
51246,0.03569588
51247,0.011387016
51248,0.0
51249,0.0
51250,0.6334649
51251,0.0
51252,0.0
51253,0.2530858
51254,0.042132273
51255,0.0
51256,0.0
51257,0.0
51258,0.6290584
51259,0.0
51260,0.19467968
51261,0.07787548
51262,0.0
51263,0.100846134
51264,0.0
51265,0.0023896724
51266,7.543897
51267,0.0
51268,0.0
51269,0.0
51270,0.0
51271,0.0
51272,0.0
51273,0.051882744
51274,0.00559427
51275,0.0
51276,0.0
51277,0.0
51278,0.0
51279,0.0
51280,0.0
51281,0.0
51282,0.0
51283,0.0
51284,0.0
51285,0.0
51286,0.0
51287,0.0
51288,0.0
51289,0.0
51290,0.0
51291,0.0
51292,0.0
51293,0.0
51294,0.0
51295,0.49918762
51296,0.0
51297,0.0
51298,0.7311197
51299,1.812045
51300,0.7928403
51301,0.0
51302,0.0
51303,0.0
51304,0.0
51305,0.0
51306,0.0
51307,0.0
51308,0.0
51309,0.0
51310,0.0
51311,0.0
51312,0.0
51313,0.0
51314,0.0
51315,0.0
51316,0.14875728
51317,0.0
51318,0.0
51319,0.0
51320,0.0
51321,0.0
51322,0.0
51323,0.0
51324,0.0
51325,1.2551074
51326,0.0
51327,1.1367272
51328,0.0
51329,0.0
51330,0.0
51331,0.0
51332,0.0
51333,0.42738694
51334,0.0
51335,0.053841144
51336,0.0
51337,0.79990906
51338,0.0
51339,0.0
51340,0.0
51341,0.0
51342,0.2532116
51343,0.0
51344,0.0
51345,0.0
51346,18.990932
51347,0.027492369
51348,0.0
51349,0.0
51350,0.0
51351,0.0
51352,0.14989866
51353,0.1463042
51354,0.0
51355,0.0
51356,0.0
51357,0.0
51358,0.0
51359,0.0
51360,0.0
51361,0.0
51362,0.0
51363,0.0
51364,0.0
51365,0.0
51366,0.0
51367,0.0
51368,0.0
51369,0.0
51370,0.0
51371,0.0
51372,0.0
51373,0.0
51374,0.0
51375,0.0
51376,0.0
51377,0.0
51378,0.0
51379,0.0
51380,1.1747679
51381,0.0
51382,0.0
51383,0.0
51384,0.7912727
51385,0.0
51386,0.0
51387,0.0
51388,0.0
51389,0.0
51390,0.0
51391,0.0
51392,0.0
51393,0.0
51394,0.0
51395,1.3540021
51396,0.00015222897
51397,0.006508498
51398,0.07631565
51399,0.1419855
51400,0.0
51401,0.0
51402,0.106584884
51403,0.0
51404,0.784122
51405,0.0
51406,0.0
51407,0.0
51408,0.0
51409,0.0
51410,0.0
51411,0.13584177
51412,0.9751233
51413,0.0
51414,0.0
51415,0.31866813
51416,1.4446402
51417,0.0
51418,0.95222515
51419,0.0
51420,0.0
51421,0.0
51422,0.0
51423,0.0
51424,0.0
51425,2.9283824
51426,0.0
51427,0.0
51428,0.0
51429,0.0
51430,0.0
51431,0.0
51432,0.0
51433,0.0
51434,0.0
51435,0.0
51436,0.0
51437,0.0
51438,0.0
51439,0.0059141936
51440,0.0
51441,1.2727587
51442,0.018826015
51443,3.5388017
51444,0.0
51445,0.0
51446,0.0
51447,0.0
51448,0.78885865
51449,0.0
51450,0.0
51451,0.0
51452,0.0
51453,0.007136854
51454,0.2564962
51455,0.0
51456,0.0
51457,0.0
51458,0.0
51459,0.43364435
51460,0.13533857
51461,0.15901126
51462,0.0
51463,0.0
51464,0.0
51465,0.11504562
51466,0.0
51467,0.0
51468,0.14920312
51469,0.037734903
51470,0.0
51471,0.0
51472,0.0
51473,0.0
51474,0.0
51475,0.0
51476,0.0
51477,0.0
51478,0.0
51479,0.0
51480,0.0
51481,0.0
51482,0.0
51483,0.001073145
51484,0.0
51485,0.003239166
51486,0.0
51487,0.0
51488,0.036358077
51489,0.0
51490,0.0
51491,0.0
51492,0.0
51493,1.3580015
51494,0.4886054
51495,0.0
51496,0.0
51497,0.0
51498,0.0
51499,0.38715184
51500,0.0
51501,0.0
51502,0.0
51503,0.0
51504,0.0
51505,0.0
51506,0.0
51507,0.0
51508,0.0
51509,0.0
51510,0.24201417
51511,0.0826667
51512,0.4404615
51513,4.940694
51514,0.37387434
51515,0.0
51516,0.0
51517,0.0
51518,0.042212903
51519,0.0
51520,0.0
51521,0.0
51522,4.596353
51523,0.0
51524,0.0
51525,0.0
51526,0.019151343
51527,0.0
51528,0.0
51529,0.0
51530,0.0
51531,0.017729951
51532,0.65700126
51533,0.0
51534,0.11100893
51535,0.0
51536,0.0
51537,0.017155278
51538,0.0
51539,1.574477
51540,0.0
51541,0.0
51542,0.0
51543,0.0
51544,0.0
51545,0.0
51546,0.0
51547,0.0
51548,0.0
51549,0.0
51550,0.021021944
51551,0.0
51552,0.0
51553,0.0
51554,1.5405647
51555,0.0
51556,0.0
51557,0.0
51558,0.0
51559,0.0
51560,0.0
51561,0.0
51562,0.0
51563,0.0
51564,0.0
51565,0.0
51566,0.0
51567,0.0
51568,0.0
51569,0.0
51570,0.47321162
51571,0.43394408
51572,0.0
51573,0.0
51574,0.0
51575,0.0
51576,0.0
51577,0.0
51578,0.0
51579,0.8189809
51580,0.0092313215
51581,0.0
51582,0.0
51583,0.0
51584,0.16290048
51585,0.48808217
51586,0.35406938
51587,0.7752148
51588,0.18467651
51589,0.0
51590,0.0
51591,0.32110488
51592,0.0
51593,0.0
51594,0.0
51595,0.0
51596,0.0
51597,0.0
51598,0.0
51599,0.0
51600,0.0
51601,0.0
51602,0.0
51603,0.0
51604,0.0
51605,0.0
51606,0.7005405
51607,0.93041754
51608,0.0
51609,0.052114286
51610,3.4668899
51611,0.039618604
51612,2.1212232
51613,0.3639821
51614,0.0009805964
51615,0.18325321
51616,0.12007121
51617,0.0028046144
51618,0.0
51619,0.26173058
51620,0.0
51621,0.0
51622,0.0
51623,1.6728184
51624,0.5158507
51625,0.0
51626,0.0
51627,0.0
51628,0.0
51629,0.0
51630,0.039666954
51631,0.0
51632,1.7628007
51633,0.0
51634,0.0
51635,0.0
51636,0.0
51637,0.0
51638,0.0
51639,0.0
51640,0.0
51641,0.0
51642,0.0
51643,0.0
51644,0.0
51645,0.0
51646,0.0
51647,4.762422
51648,0.0
51649,0.6898044
51650,0.0
51651,0.0
51652,0.51794636
51653,0.02939178
51654,2.5408742
51655,0.0
51656,0.0
51657,0.0
51658,0.0
51659,0.20030679
51660,0.17236191
51661,0.69787884
51662,0.0
51663,0.0
51664,0.115853935
51665,0.0
51666,0.0
51667,0.0
51668,0.0
51669,0.0
51670,0.0
51671,0.0
51672,0.0
51673,0.61384434
51674,0.297841
51675,0.0
51676,0.0
51677,0.0
51678,0.0
51679,0.0
51680,0.0
51681,2.059999
51682,0.0
51683,0.0
51684,0.0
51685,0.0
51686,0.022215568
51687,0.0
51688,0.0
51689,0.0
51690,0.0
51691,0.0
51692,0.0
51693,0.0
51694,0.0
51695,0.0
51696,0.0
51697,0.4231938
51698,0.0
51699,0.0
51700,0.0
51701,0.0
51702,0.0
51703,0.0
51704,0.0
51705,0.0
51706,0.0
51707,0.0
51708,0.0
51709,0.0
51710,0.0
51711,0.0
51712,0.0
51713,0.002772605
51714,0.0
51715,0.0
51716,0.0
51717,0.0
51718,0.0
51719,0.0
51720,0.0
51721,0.0
51722,0.0
51723,0.4048011
51724,0.0
51725,0.0
51726,0.47428456
51727,0.0
51728,0.0
51729,0.0
51730,0.0046547255
51731,0.4708342
51732,0.0
51733,0.0
51734,0.5717175
51735,0.0
51736,0.0
51737,0.0
51738,0.0
51739,0.0
51740,0.0
51741,0.0
51742,0.0
51743,0.0
51744,0.0
51745,0.0
51746,0.0
51747,0.0
51748,0.0
51749,0.0
51750,0.0
51751,0.0
51752,0.0
51753,0.3033391
51754,0.0
51755,0.0
51756,0.0
51757,1.4408027
51758,0.0
51759,0.0
51760,0.0
51761,0.0
51762,0.21508223
51763,0.031756055
51764,0.0
51765,0.0
51766,0.0
51767,0.0
51768,0.0
51769,0.0
51770,0.0049505048
51771,0.0
51772,0.0
51773,0.0
51774,0.0
51775,0.0
51776,0.0
51777,0.0
51778,0.0
51779,0.0
51780,0.0
51781,0.0
51782,0.0
51783,0.0
51784,0.0
51785,0.0
51786,0.0
51787,0.0
51788,0.0
51789,0.0
51790,0.66255695
51791,0.0
51792,0.056569558
51793,0.0
51794,0.0
51795,0.0
51796,0.0
51797,0.0
51798,0.0
51799,0.008287832
51800,0.17471787
51801,0.3638961
51802,0.0
51803,0.0
51804,0.0
51805,0.26828694
51806,2.1109948
51807,0.0
51808,0.0
51809,0.0
51810,0.0
51811,0.0
51812,0.0
51813,3.153586
51814,0.0
51815,0.0
51816,0.0
51817,0.0
51818,0.0
51819,0.73775643
51820,0.49600723
51821,0.0
51822,0.118656814
51823,0.0
51824,5.6307397
51825,0.0
51826,0.0
51827,0.0
51828,0.0
51829,0.0
51830,0.0
51831,0.0
51832,0.0
51833,0.0
51834,0.024470124
51835,0.22260685
51836,0.0025658982
51837,6.262202
51838,0.9215091
51839,0.0
51840,0.0
51841,0.0
51842,0.37131682
51843,0.0
51844,5.9286566
51845,0.0
51846,0.38294864
51847,2.4153278
51848,0.0
51849,0.0
51850,0.0
51851,0.0
51852,0.0
51853,1.5155885
51854,0.0
51855,0.0
51856,0.0
51857,0.0
51858,0.0
51859,0.0
51860,0.0
51861,0.0
51862,0.0
51863,0.0
51864,0.0
51865,0.0
51866,0.0
51867,0.0
51868,0.0
51869,0.0
51870,0.0
51871,0.0016712156
51872,0.22366442
51873,0.0
51874,0.0
51875,0.0
51876,0.0
51877,0.0
51878,0.0
51879,0.0
51880,0.0
51881,0.0
51882,0.0
51883,0.27596757
51884,0.0
51885,0.0
51886,0.0
51887,0.3879018
51888,0.0
51889,0.0
51890,0.0
51891,0.29591087
51892,0.0
51893,0.0
51894,0.0
51895,0.10600992
51896,0.0
51897,0.0
51898,0.0
51899,0.0
51900,0.0
51901,0.0
51902,0.0
51903,0.0
51904,0.0
51905,0.0
51906,0.0
51907,0.0
51908,0.0
51909,0.0
51910,0.0
51911,0.0
51912,0.0
51913,0.0
51914,0.0
51915,0.0
51916,0.0
51917,6.6287766
51918,0.0
51919,0.0
51920,0.0
51921,0.1966814
51922,0.0
51923,0.0
51924,0.0
51925,0.0
51926,0.0
51927,0.0
51928,0.0
51929,0.0
51930,0.0
51931,0.0
51932,0.0
51933,0.0
51934,0.0
51935,0.65328676
51936,0.11093665
51937,5.067101
51938,0.0
51939,0.0
51940,0.0
51941,0.0
51942,0.0001466677
51943,7.3522587
51944,0.0
51945,0.0
51946,0.0
51947,0.0
51948,0.0
51949,0.0
51950,0.28878242
51951,0.0
51952,0.0
51953,1.2196022
51954,0.0
51955,0.0
51956,0.0
51957,0.32866445
51958,0.0
51959,0.0
51960,0.37404177
51961,1.6180062
51962,0.0
51963,0.304981
51964,0.0
51965,0.0
51966,3.3176367
51967,0.0
51968,0.0
51969,0.0
51970,0.0
51971,0.0
51972,0.0
51973,0.0
51974,0.0
51975,0.0
51976,0.019511528
51977,0.0
51978,0.0
51979,0.8958719
51980,0.0
51981,0.0
51982,0.0
51983,0.0
51984,0.0
51985,0.0
51986,0.0
51987,0.0
51988,0.0
51989,0.03976874
51990,0.028030772
51991,0.0
51992,0.0
51993,0.633828
51994,0.0
51995,0.0
51996,0.26049188
51997,0.052066863
51998,0.0
51999,0.0
52000,0.0
52001,0.68717617
52002,0.0
52003,0.19151343
52004,0.056137074
52005,0.0
52006,0.08655183
52007,0.0
52008,0.0002851145
52009,7.165803
52010,0.0
52011,0.0
52012,0.0
52013,0.0
52014,0.0
52015,0.0
52016,0.049874235
52017,0.0018920093
52018,0.0
52019,0.0
52020,0.0
52021,0.0
52022,0.0
52023,0.0
52024,0.0
52025,0.0
52026,0.0
52027,0.0
52028,0.0
52029,0.0
52030,0.0
52031,0.0
52032,0.0
52033,0.0
52034,0.0
52035,0.0
52036,0.0
52037,0.0
52038,0.5002421
52039,0.0
52040,0.0
52041,0.68206704
52042,1.5755097
52043,0.76303923
52044,0.0
52045,0.0
52046,0.0
52047,0.0
52048,0.0
52049,0.0
52050,0.0
52051,0.0
52052,0.0
52053,0.0
52054,0.0
52055,0.0
52056,0.0
52057,0.0
52058,0.0
52059,0.122305
52060,0.0
52061,0.0
52062,0.0
52063,0.0
52064,0.0
52065,0.0
52066,0.0
52067,0.0
52068,1.4176834
52069,0.0
52070,1.146963
52071,0.0
52072,0.0
52073,0.0
52074,0.0
52075,0.0
52076,0.35192788
52077,0.0
52078,0.046017837
52079,0.0
52080,0.8081312
52081,0.0
52082,0.0
52083,0.0
52084,0.0
52085,0.2480558
52086,0.0
52087,0.0
52088,0.0
52089,17.858864
52090,0.0067384094
52091,0.0
52092,0.0
52093,0.0
52094,0.0
52095,0.11850474
52096,0.048556335
52097,0.0
52098,0.0
52099,0.0
52100,0.0
52101,0.0
52102,0.0
52103,0.0
52104,0.0
52105,0.0
52106,0.0
52107,0.0
52108,0.0
52109,0.0
52110,0.0
52111,0.0
52112,0.0
52113,0.0
52114,0.0
52115,0.0
52116,0.0
52117,0.0
52118,0.0
52119,0.0
52120,0.0
52121,0.0
52122,0.0
52123,1.1692163
52124,0.0
52125,0.0
52126,0.0
52127,0.715525
52128,0.0
52129,0.0
52130,0.0
52131,0.0
52132,0.0
52133,0.0
52134,0.0
52135,0.0
52136,0.0
52137,0.0
52138,1.4438885
52139,2.0675325e-05
52140,0.0039931107
52141,0.10897582
52142,0.1399541
52143,0.0
52144,0.0
52145,0.11451213
52146,0.0
52147,0.80041033
52148,0.0
52149,0.0
52150,0.0
52151,0.0
52152,0.0
52153,0.0
52154,0.12604196
52155,0.99732375
52156,0.0
52157,0.0
52158,0.34095308
52159,1.4490714
52160,0.0
52161,1.0009036
52162,0.0
52163,0.0
52164,0.0
52165,0.0
52166,0.0
52167,0.0
52168,3.0808039
52169,0.0
52170,0.0
52171,0.0
52172,0.0
52173,0.0
52174,0.0
52175,0.0
52176,0.0
52177,0.0
52178,0.0
52179,0.0
52180,0.0
52181,0.0
52182,0.012529782
52183,0.0
52184,1.266742
52185,0.01850219
52186,3.8665843
52187,0.0
52188,0.0
52189,0.0
52190,0.0
52191,0.7911352
52192,0.0
52193,0.0
52194,0.0
52195,0.0
52196,0.0075346795
52197,0.3167908
52198,0.0
52199,0.0
52200,0.0
52201,0.0
52202,0.32758248
52203,0.13566752
52204,0.18189763
52205,0.0
52206,0.0
52207,0.0
52208,0.110250786
52209,0.0
52210,0.0
52211,0.1482429
52212,0.020595828
52213,0.0
52214,0.0
52215,0.0
52216,0.0
52217,0.0
52218,0.0
52219,0.0
52220,0.0
52221,0.0
52222,0.0
52223,0.0
52224,0.0
52225,0.0
52226,0.0
52227,0.0
52228,0.0016125652
52229,0.0
52230,0.0
52231,0.04037288
52232,0.0
52233,0.0
52234,0.0
52235,0.0
52236,1.2633066
52237,0.48894098
52238,0.0
52239,0.0
52240,0.0
52241,0.0
52242,0.4060819
52243,0.0
52244,0.0
52245,0.0
52246,0.0
52247,0.0
52248,0.0
52249,0.0
52250,0.0
52251,0.0
52252,0.0
52253,0.24572755
52254,0.100905895
52255,0.44987416
52256,4.9610624
52257,0.38689384
52258,0.0
52259,0.0
52260,0.0
52261,0.025283774
52262,0.0
52263,0.0
52264,0.0
52265,4.614615
52266,0.0
52267,0.0
52268,0.0
52269,0.016435502
52270,0.0
52271,0.0
52272,0.0
52273,0.0
52274,0.0032645944
52275,0.5381602
52276,0.0
52277,0.07821425
52278,0.0
52279,0.0
52280,0.00037760157
52281,0.0
52282,1.5194776
52283,0.0
52284,0.0
52285,0.0
52286,0.0
52287,0.0
52288,0.0
52289,0.0
52290,0.0
52291,0.0
52292,0.0
52293,0.0033213624
52294,0.0
52295,0.0
52296,0.0
52297,1.4459088
52298,0.0
52299,0.0
52300,0.0
52301,0.0
52302,0.0
52303,0.0
52304,0.0
52305,0.0
52306,0.0
52307,0.0
52308,0.0
52309,0.0
52310,0.0
52311,0.0
52312,0.0
52313,0.37219563
52314,0.3663948
52315,0.0
52316,0.0
52317,0.0
52318,0.0
52319,0.0
52320,0.0
52321,0.0
52322,0.79099965
52323,0.010933262
52324,0.0
52325,0.0
52326,0.0
52327,0.14066279
52328,0.34031177
52329,0.2744848
52330,0.76319903
52331,0.08914241
52332,0.0
52333,0.0
52334,0.3243985
52335,0.0
52336,0.0
52337,0.0
52338,0.0
52339,0.0
52340,0.0
52341,0.0
52342,0.0
52343,0.0
52344,0.0
52345,0.0
52346,0.0
52347,0.0
52348,0.0
52349,0.6921542
52350,0.95056564
52351,0.0
52352,0.0402868
52353,3.413143
52354,0.027419278
52355,2.1965854
52356,0.3574361
52357,6.4104206e-05
52358,0.19348837
52359,0.15230429
52360,0.0028779323
52361,0.0
52362,0.23769607
52363,0.0
52364,0.0
52365,0.0
52366,1.4581645
52367,0.52451134
52368,0.0
52369,0.0
52370,0.0
52371,0.0
52372,0.0
52373,0.037271418
52374,0.0
52375,1.7516026
52376,0.0
52377,0.0
52378,0.0
52379,0.0
52380,0.0
52381,0.0
52382,0.0
52383,0.0
52384,0.0
52385,0.0
52386,0.0
52387,0.0
52388,0.0
52389,0.0
52390,4.5492063
52391,0.0
52392,0.66100764
52393,0.0
52394,0.0
52395,0.5004964
52396,0.022668976
52397,2.7824826
52398,0.0
52399,0.0
52400,0.0
52401,0.0
52402,0.2033502
52403,0.14163382
52404,0.56504285
52405,0.0
52406,0.0
52407,0.07844351
52408,0.0
52409,0.0053797546
52410,0.0
52411,0.0
52412,0.0
52413,0.0
52414,0.0
52415,0.0
52416,0.63362867
52417,0.26211047
52418,0.0
52419,0.0
52420,0.0
52421,0.0
52422,0.0
52423,0.0
52424,1.9829988
52425,0.0
52426,0.0
52427,0.0
52428,0.0
52429,0.033412013
52430,0.0
52431,0.0
52432,0.0
52433,0.0
52434,0.0
52435,0.0
52436,0.0
52437,0.0
52438,0.0
52439,0.0
52440,0.34523273
52441,0.0
52442,0.0
52443,0.0
52444,0.0
52445,0.0
52446,0.0
52447,0.0
52448,0.0
52449,0.0
52450,0.0
52451,0.0
52452,0.0
52453,0.0
52454,0.0
52455,0.0
52456,0.0
52457,0.0
52458,0.0
52459,0.0
52460,0.0
52461,0.0
52462,0.0
52463,0.0
52464,0.0
52465,0.0
52466,0.3179919
52467,0.0
52468,0.0
52469,0.40426013
52470,0.0
52471,0.0
52472,0.0
52473,0.015491861
52474,0.39804345
52475,0.0
52476,0.0
52477,0.5402863
52478,0.0
52479,0.0
52480,0.0
52481,0.0
52482,0.0
52483,0.0
52484,0.0
52485,0.0
52486,0.0
52487,0.0
52488,0.0
52489,0.0
52490,0.0
52491,0.0
52492,0.0
52493,0.0
52494,0.0
52495,0.0
52496,0.24191515
52497,0.0
52498,0.0
52499,0.0
52500,1.556221
52501,0.0
52502,0.0
52503,0.0
52504,0.0
52505,0.16047913
52506,0.03194232
52507,0.0
52508,0.0
52509,0.0
52510,0.0
52511,0.0
52512,0.0
52513,0.012645283
52514,0.0
52515,0.0
52516,0.0
52517,0.0
52518,0.0
52519,0.0
52520,0.0
52521,0.0
52522,0.0
52523,0.0
52524,0.0
52525,0.0
52526,0.0
52527,0.0
52528,0.0
52529,0.0
52530,0.0
52531,0.0
52532,0.0
52533,0.6730247
52534,0.0
52535,0.08507664
52536,0.0
52537,0.0
52538,0.0
52539,0.0
52540,0.0
52541,0.0
52542,0.0091339955
52543,0.13774274
52544,0.31883457
52545,0.0
52546,0.0
52547,0.0
52548,0.24220018
52549,2.1446047
52550,0.0
52551,0.0021497475
52552,0.0
52553,0.0
52554,0.0
52555,0.0
52556,3.0734181
52557,0.0
52558,0.0
52559,0.0
52560,0.0
52561,0.0
52562,0.66895336
52563,0.4293945
52564,0.0
52565,0.16425772
52566,0.0
52567,5.910744
52568,0.0
52569,0.0
52570,0.0
52571,0.0
52572,0.0
52573,0.0
52574,0.0
52575,0.0
52576,0.0
52577,0.02549972
52578,0.21998465
52579,0.0035712998
52580,6.2620006
52581,0.8086209
52582,0.0
52583,0.0
52584,0.0
52585,0.3647982
52586,0.0
52587,6.6697474
52588,0.0
52589,0.36522198
52590,2.4240339
52591,0.0
52592,0.0
52593,0.0
52594,0.0
52595,0.0
52596,1.3712204
52597,0.0
52598,0.0
52599,0.0
52600,0.0
52601,0.0
52602,0.0
52603,0.0
52604,0.0
52605,0.0
52606,0.0
52607,0.0
52608,0.0
52609,0.0
52610,0.0
52611,0.0
52612,0.0
52613,0.0
52614,0.0
52615,0.14984311
52616,0.0
52617,0.0
52618,0.0
52619,0.0
52620,0.0
52621,0.0
52622,0.0
52623,0.0
52624,0.0
52625,0.0
52626,0.23771629
52627,0.0
52628,0.0
52629,0.0
52630,0.3815967
52631,0.0
52632,0.0
52633,0.0
52634,0.25800484
52635,0.0
52636,0.0
52637,0.0
52638,0.090054534
52639,0.0
52640,0.0
52641,0.0
52642,0.0
52643,0.0
52644,0.0
52645,0.0
52646,0.0
52647,0.0
52648,0.0
52649,0.0
52650,0.0
52651,0.0
52652,0.0
52653,0.0
52654,0.0
52655,0.0
52656,0.0
52657,0.0
52658,0.0
52659,0.0
52660,6.54653
52661,0.0
52662,0.0
52663,0.0
52664,0.19872057
52665,0.0
52666,0.0
52667,0.0
52668,0.0
52669,0.0
52670,0.0
52671,0.0
52672,0.0
52673,0.0
52674,0.0
52675,0.0
52676,0.0
52677,0.0
52678,0.5237412
52679,0.11105752
52680,5.4118767
52681,0.0
52682,0.0
52683,0.0
52684,0.0
52685,0.00019122878
52686,7.4002986
52687,0.0
52688,0.0
52689,0.0
52690,0.0
52691,0.0
52692,0.0
52693,0.30327642
52694,0.0
52695,0.0
52696,1.2394089
52697,0.0
52698,0.0
52699,0.0
52700,0.3542231
52701,0.0
52702,0.0
52703,0.3763364
52704,1.689968
52705,0.0
52706,0.26363075
52707,0.0
52708,0.0
52709,3.2794945
52710,0.0
52711,0.0
52712,0.0
52713,0.0
52714,0.0
52715,0.0
52716,0.0
52717,0.0
52718,0.0
52719,0.0
52720,0.0
52721,0.0
52722,0.9390083
52723,0.0
52724,0.0
52725,0.0
52726,0.0
52727,0.0
52728,0.0
52729,0.0
52730,0.0
52731,0.0
52732,0.026080774
52733,0.0134136975
52734,0.0
52735,0.0
52736,0.64988345
52737,0.0
52738,0.0
52739,0.22982743
52740,0.042005353
52741,0.0
52742,0.0
52743,0.0
52744,0.6812651
52745,0.0
52746,0.24590915
52747,0.078571856
52748,0.0
52749,0.10875346
52750,0.0
52751,0.0
52752,6.7871823
52753,0.0
52754,0.0
52755,0.0
52756,0.0
52757,0.0
52758,0.0
52759,0.04436131
52760,0.0074930233
52761,0.0
52762,0.0
52763,0.0
52764,0.0
52765,0.0
52766,0.0
52767,0.0
52768,0.0
52769,0.0
52770,0.0
52771,0.0
52772,0.0
52773,0.0
52774,0.0
52775,0.0
52776,0.0
52777,0.0
52778,0.0
52779,0.0
52780,0.0
52781,0.5174562
52782,0.0
52783,0.0
52784,0.7674383
52785,1.7787236
52786,0.84290105
52787,0.0
52788,0.0
52789,0.0
52790,0.0
52791,0.0
52792,0.0
52793,0.0
52794,0.0
52795,0.0
52796,0.0
52797,0.0
52798,0.0
52799,0.0
52800,0.0
52801,0.0
52802,0.14263467
52803,0.0
52804,0.0
52805,0.0
52806,0.0
52807,0.0
52808,0.0
52809,0.0
52810,0.0
52811,1.2757488
52812,0.0
52813,1.1820587
52814,0.0
52815,0.0
52816,0.0
52817,0.0
52818,0.0
52819,0.43699688
52820,0.0
52821,0.077936135
52822,0.0
52823,0.86088836
52824,0.0
52825,0.0
52826,0.0
52827,0.0
52828,0.2474985
52829,0.0
52830,0.0
52831,0.0
52832,18.79977
52833,0.011982645
52834,0.0
52835,0.0
52836,0.0
52837,0.0
52838,0.15806958
52839,0.13571101
52840,0.0
52841,0.0
52842,0.0
52843,0.0
52844,0.0
52845,0.0
52846,0.0
52847,0.0
52848,0.0
52849,0.0
52850,0.0
52851,0.0
52852,0.0
52853,0.0
52854,0.0
52855,0.0
52856,0.0
52857,0.0
52858,0.0
52859,0.0
52860,0.0
52861,0.0
52862,0.0
52863,0.0
52864,0.0
52865,0.0
52866,1.1646892
52867,0.0
52868,0.0
52869,0.0
52870,0.78852326
52871,0.0
52872,0.0
52873,0.0
52874,0.0
52875,0.0
52876,0.0
52877,0.0
52878,0.0
52879,0.0
52880,0.0
52881,1.4381928
52882,0.00056453515
52883,0.0041635046
52884,0.100160345
52885,0.13763092
52886,0.0
52887,0.0
52888,0.09987899
52889,0.0
52890,0.8163483
52891,0.0
52892,0.0
52893,0.0
52894,0.0
52895,0.0
52896,0.0
52897,0.14015357
52898,0.9917349
52899,0.0
52900,0.0
52901,0.36585465
52902,1.4386544
52903,0.0
52904,1.0188841
52905,0.0
52906,0.0
52907,0.0
52908,0.0
52909,0.0
52910,0.0
52911,3.0301852
52912,0.0
52913,0.0
52914,0.0
52915,0.0
52916,0.0
52917,0.0
52918,0.0
52919,0.0
52920,0.0
52921,0.0
52922,0.0
52923,0.0
52924,0.0
52925,0.012181647
52926,0.0
52927,1.334196
52928,0.016969923
52929,3.7253509
52930,0.0
52931,0.0
52932,0.0
52933,0.0
52934,0.767267
52935,0.0
52936,0.0
52937,0.0
52938,0.0
52939,0.0077204006
52940,0.28080243
52941,0.0
52942,0.0
52943,0.0
52944,0.0
52945,0.40782565
52946,0.13363025
52947,0.16220248
52948,0.0
52949,0.0
52950,0.0
52951,0.11156081
52952,0.0
52953,0.0
52954,0.15239388
52955,0.030546615
52956,0.0
52957,0.0
52958,0.0
52959,0.0
52960,0.0
52961,0.0
52962,0.0
