,0
50617,0.0
50618,0.0
50619,0.0
50620,0.0
50621,0.0
50622,0.0
50623,0.0
50624,0.0
50625,0.0
50626,0.0
50627,0.0
50628,0.0
50629,0.0
50630,0.22146598
50631,0.0
50632,0.3879323
50633,0.053275343
50634,0.0
50635,0.0
50636,0.36460182
50637,0.0
50638,0.0
50639,0.2767842
50640,0.0014121063
50641,0.8265735
50642,0.25062168
50643,0.0
50644,0.0
50645,0.0
50646,0.0
50647,0.0
50648,0.0
50649,1.7370573
50650,0.09519998
50651,0.0
50652,1.3204253
50653,0.0
50654,3.5145807
50655,0.0
50656,0.0
50657,0.0
50658,1.0087804
50659,0.0
50660,0.0
50661,0.0
50662,0.0
50663,0.0
50664,0.0030971316
50665,3.40939e-08
50666,0.0
50667,0.0
50668,0.7674113
50669,0.0
50670,0.8880701
50671,0.0
50672,0.14777923
50673,0.0
50674,0.0
50675,0.0
50676,0.0
50677,1.4698452
50678,0.0
50679,0.0
50680,0.0
50681,0.0
50682,0.0
50683,0.0674364
50684,1.1123807
50685,0.0
50686,0.14792626
50687,0.0
50688,0.0
50689,0.0
50690,0.1349401
50691,0.0
50692,0.0
50693,0.0
50694,0.0
50695,0.0
50696,0.0
50697,0.0
50698,0.0
50699,0.0
50700,0.5522463
50701,0.0
50702,0.0
50703,0.0
50704,0.0
50705,0.0
50706,0.0
50707,0.0
50708,0.0
50709,0.0
50710,0.0
50711,0.0
50712,0.120007955
50713,0.0
50714,0.0
50715,0.0
50716,0.0
50717,0.0
50718,0.0
50719,0.0
50720,0.0
50721,0.0
50722,0.1788103
50723,0.0
50724,0.0
50725,0.0
50726,0.0
50727,0.0
50728,0.0
50729,0.0
50730,0.0
50731,0.0
50732,0.0
50733,0.0
50734,0.0
50735,0.0
50736,0.0
50737,0.18431647
50738,0.0
50739,0.0
50740,0.0
50741,0.0
50742,0.0
50743,0.0
50744,0.0
50745,0.0
50746,0.0
50747,0.0
50748,0.3169529
50749,0.0
50750,0.0
50751,0.0
50752,0.0
50753,0.0
50754,0.14018008
50755,0.0
50756,0.0
50757,0.0
50758,0.0
50759,0.0
50760,0.0
50761,0.0
50762,0.0
50763,0.0
50764,0.0
50765,0.0
50766,0.0
50767,0.37059122
50768,0.0
50769,0.0
50770,0.0
50771,0.0
50772,0.29310158
50773,1.8842213
50774,0.0
50775,0.0
50776,0.0
50777,0.0
50778,0.0
50779,0.0
50780,0.0
50781,0.0
50782,0.0
50783,0.0
50784,0.0
50785,0.0
50786,0.0
50787,0.0
50788,0.0
50789,0.0
50790,0.0
50791,0.0
50792,0.0
50793,0.0
50794,0.0
50795,0.0
50796,0.0
50797,0.0
50798,0.0
50799,0.0
50800,0.0
50801,0.0
50802,0.0
50803,0.0
50804,0.0
50805,0.0
50806,0.0
50807,0.0
50808,0.0
50809,0.0
50810,0.0
50811,0.0
50812,0.0
50813,0.0
50814,0.026200801
50815,0.0
50816,0.08951255
50817,0.0
50818,0.0
50819,0.13229464
50820,6.3625813
50821,0.0
50822,0.0
50823,0.0
50824,0.0
50825,0.0
50826,0.0
50827,0.0
50828,0.0
50829,0.0
50830,0.0
50831,0.0
50832,0.0
50833,0.0
50834,0.0
50835,0.53389996
50836,0.0
50837,0.0
50838,0.0
50839,0.0
50840,0.0
50841,0.0
50842,4.5550475
50843,0.0
50844,0.45093685
50845,0.0
50846,0.0
50847,0.0
50848,0.10919208
50849,0.19797961
50850,1.1758769
50851,0.0
50852,0.0
50853,0.0
50854,0.0
50855,0.0
50856,0.0
50857,0.41820997
50858,0.015552856
50859,1.0730212
50860,0.0
50861,0.33187962
50862,0.0
50863,0.0
50864,0.0
50865,0.0
50866,0.0
50867,0.007525156
50868,0.0
50869,0.0
50870,0.0
50871,0.0
50872,0.0
50873,0.0
50874,0.0
50875,0.0
50876,0.0
50877,0.0
50878,0.0
50879,0.0
50880,0.0
50881,0.0
50882,0.0
50883,0.0
50884,11.863868
50885,0.0
50886,0.0
50887,0.0
50888,0.0
50889,11.863868
50890,0.0
50891,0.0
50892,0.0
50893,0.0
50894,0.0
50895,0.0
50896,0.0
50897,0.0
50898,0.0
50899,0.0
50900,0.0
50901,0.0
50902,0.0
50903,0.04620585
50904,0.0
50905,0.0
50906,0.0
50907,0.0
50908,0.0
50909,0.0
50910,0.0
50911,0.0
50912,0.0
50913,0.0
50914,0.0
50915,0.0
50916,0.0
50917,0.0
50918,0.0
50919,0.0
50920,0.0
50921,0.0
50922,0.0016710847
50923,0.0
50924,0.0
50925,0.5858427
50926,0.0
50927,0.0
50928,0.0
50929,0.9267863
50930,0.0
50931,2.5073833
50932,0.66705805
50933,0.0
50934,0.0
50935,0.0
50936,0.0
50937,0.0
50938,0.0
50939,0.0
50940,0.0
50941,0.0
50942,3.0163746
50943,0.0
50944,0.0
50945,0.0
50946,0.0
50947,0.0
50948,0.0
50949,0.0
50950,1.610633
50951,0.67128974
50952,0.0
50953,0.0
50954,0.0
50955,0.0
50956,0.0
50957,16.16314
50958,0.0
50959,0.0
50960,0.0
50961,0.0014228108
50962,0.07031167
50963,0.0
50964,0.0
50965,0.027981272
50966,0.0
50967,0.0
50968,0.0
50969,0.0
50970,0.0
50971,0.0
50972,0.0
50973,1.841599
50974,0.0
50975,0.0
50976,0.08538092
50977,0.0
50978,0.0
50979,0.0
50980,0.0
50981,0.0
50982,0.0
50983,0.0
50984,0.0
50985,0.0
50986,0.22238761
50987,0.0
50988,0.0
50989,0.0
50990,0.40090382
50991,0.861729
50992,0.0
50993,0.0
50994,0.0
50995,0.0
50996,0.0
50997,0.0
50998,0.0
50999,0.46867868
51000,0.0
51001,0.8771267
51002,0.0
51003,3.9076228
51004,0.0
51005,0.0
51006,0.0
51007,0.0
51008,0.0
51009,0.0
51010,0.0
51011,0.0
51012,0.0
51013,0.0
51014,0.0
51015,0.0
51016,0.0
51017,0.0
51018,0.0
51019,0.0
51020,0.0
51021,0.1341616
51022,0.0
51023,0.0
51024,0.0
51025,0.0038355533
51026,0.0
51027,0.0
51028,0.38888964
51029,1.8195888
51030,0.14729121
51031,0.036089692
51032,2.4549012
51033,0.0
51034,0.0
51035,0.0
51036,0.0
51037,0.0
51038,0.0
51039,0.0
51040,0.0
51041,0.018979818
51042,0.0
51043,0.0
51044,0.0
51045,0.0
51046,0.0
51047,0.0
51048,0.0
51049,0.0
51050,0.0
51051,0.0
51052,0.0
51053,0.0
51054,0.0
51055,0.0
51056,0.0
51057,0.0
51058,0.0
51059,0.0
51060,0.0
51061,0.4413477
51062,0.0
51063,0.0
51064,1.7729689
51065,0.0
51066,0.0
51067,0.0
51068,0.0
51069,0.0
51070,0.0
51071,0.0
51072,0.0
51073,0.0
51074,0.0
51075,0.0
51076,0.0
51077,0.0
51078,5.5163336
51079,0.0
51080,0.0
51081,0.0
51082,0.0
51083,0.0
51084,0.0
51085,0.0
51086,2.4081604
51087,0.0
51088,0.0
51089,0.0
51090,0.0
51091,0.0
51092,0.0
51093,0.0
51094,0.0007292201
51095,0.0
51096,0.0
51097,0.38038576
51098,0.0
51099,0.0
51100,0.0
51101,0.0
51102,0.42901644
51103,0.0
51104,0.0032572777
51105,0.0
51106,0.8769074
51107,0.0
51108,4.839649e-07
51109,0.0
51110,0.0
51111,0.029422166
51112,0.0
51113,0.0
51114,0.0
51115,0.0
51116,0.0
51117,0.3706476
51118,3.1938639
51119,0.0
51120,0.0
51121,0.0
51122,0.0
51123,0.0
51124,0.0
51125,0.0
51126,0.0
51127,0.0
51128,0.0
51129,0.0
51130,0.0
51131,0.0
51132,0.0
51133,0.0
51134,0.35597852
51135,0.0
51136,0.0
51137,0.0
51138,0.0
51139,0.0
51140,0.0
51141,0.31464309
51142,0.0
51143,0.0011962058
51144,0.100952625
51145,0.0
51146,0.7736112
51147,0.0
51148,0.0
51149,0.0
51150,0.0
51151,0.0
51152,0.0
51153,0.0
51154,0.0
51155,0.0
51156,0.0
51157,0.0
51158,0.0
51159,0.0
51160,0.0
51161,0.0
51162,0.0
51163,0.0
51164,0.0
51165,0.0
51166,0.0
51167,0.0
51168,0.0
51169,0.0
51170,0.0
51171,0.0
51172,0.0
51173,0.0
51174,0.0
51175,0.0
51176,0.5638342
51177,0.0109126475
51178,0.0
51179,0.0
51180,0.0
51181,0.0
51182,0.0
51183,0.0
51184,0.0
51185,0.0
51186,0.0
51187,0.16503055
51188,7.938401e-06
51189,0.0
51190,0.0
51191,0.0
51192,1.4970292
51193,0.0
51194,0.0
51195,2.5784886
51196,0.0
51197,0.0051440406
51198,0.0
51199,0.0
51200,0.0
51201,0.0
51202,0.0
51203,0.0
51204,0.0
51205,0.0
51206,0.0
51207,3.7660582
51208,2.1496534
51209,0.0
51210,0.0
51211,0.0
51212,0.0
51213,0.0
51214,0.0
51215,0.0
51216,0.0
51217,0.05874767
51218,0.32393932
51219,0.0006857312
51220,0.0
51221,0.011086888
51222,0.0
51223,0.86620975
51224,0.0
51225,2.3505838
51226,0.0
51227,0.0
51228,0.0
51229,0.0
51230,0.0
51231,0.0
51232,0.0
51233,0.028320108
51234,1.2724472
51235,0.19886366
51236,0.0
51237,0.0
51238,0.0
51239,0.0
51240,0.0
51241,0.0
51242,0.0
51243,0.0
51244,0.0
51245,0.0
51246,0.0
51247,0.0
51248,0.0
51249,0.0
51250,0.0
51251,0.0
51252,0.24583098
51253,0.0074324235
51254,0.38694516
51255,0.025276683
51256,0.0
51257,0.0
51258,0.50843465
51259,0.0
51260,0.0
51261,0.23215026
51262,0.0
51263,0.92200834
51264,0.22199774
51265,0.0
51266,0.0
51267,0.0
51268,0.0
51269,0.0
51270,0.0
51271,1.2594237
51272,0.117475696
51273,0.0
51274,1.6602399
51275,0.0
51276,2.7037628
51277,0.0
51278,0.0
51279,0.0
51280,1.0769378
51281,0.0
51282,0.0
51283,0.0
51284,0.0
51285,0.0
51286,0.002259727
51287,0.0010891316
51288,0.0
51289,0.0
51290,0.97345686
51291,0.0
51292,0.7818022
51293,0.0
51294,0.08262296
51295,0.0
51296,0.0
51297,6.166185e-05
51298,0.0
51299,1.4095476
51300,0.0
51301,0.0
51302,0.0
51303,0.0
51304,0.0
51305,0.0823702
51306,1.1011368
51307,0.0
51308,0.12138844
51309,0.0
51310,0.0
51311,0.0
51312,0.14379606
51313,0.0
51314,0.0
51315,0.0
51316,0.0
51317,0.0
51318,0.0
51319,0.0
51320,0.0
51321,0.0
51322,0.6509517
51323,0.0
51324,0.0
51325,0.0
51326,0.0
51327,0.0
51328,0.0
51329,0.0
51330,0.0
51331,0.0
51332,0.0
51333,0.0
51334,0.21457285
51335,0.0
51336,0.0
51337,0.0
51338,0.0
51339,0.0
51340,0.0
51341,0.0
51342,0.0
51343,0.0
51344,0.16090062
51345,0.0
51346,0.0
51347,0.0
51348,0.0
51349,0.00066763704
51350,0.0
51351,0.0
51352,0.0
51353,0.00094188045
51354,0.0
51355,0.0
51356,0.0
51357,0.0
51358,0.0
51359,0.18255109
51360,0.0
51361,0.0
51362,0.0
51363,0.0
51364,0.0
51365,0.0
51366,0.0
51367,0.0
51368,0.0
51369,0.0
51370,0.28396165
51371,0.0
51372,0.0
51373,0.0
51374,0.0
51375,0.0
51376,0.11455789
51377,0.0
51378,0.0
51379,0.0
51380,0.0
51381,0.0
51382,0.0
51383,0.0
51384,0.0
51385,0.0
51386,0.0
51387,0.0
51388,0.0
51389,0.33602533
51390,0.0
51391,0.0
51392,0.0
51393,0.0
51394,0.30385542
51395,1.6010166
51396,0.0
51397,0.0
51398,0.0
51399,0.0
51400,0.0
51401,0.0
51402,0.0
51403,0.0
51404,0.0
51405,0.0
51406,0.0
51407,0.0
51408,0.0
51409,0.0
51410,0.0
51411,0.0
51412,0.0
51413,0.0
51414,0.0
51415,0.0
51416,0.0
51417,0.0
51418,0.0
51419,0.0
51420,0.0
51421,0.0
51422,0.0
51423,0.0
51424,0.0
51425,0.0
51426,0.0
51427,0.0
51428,0.0
51429,0.0
51430,0.0
51431,0.0
51432,0.0
51433,0.0
51434,0.0
51435,0.0
51436,0.030540913
51437,0.0
51438,0.06871265
51439,0.0
51440,0.0
51441,0.19341151
51442,5.8472886
51443,0.0
51444,0.0
51445,0.0
51446,0.0
51447,0.0
51448,0.0
51449,0.0
51450,0.0
51451,0.0
51452,0.0
51453,0.0
51454,0.0
51455,0.0
51456,0.0
51457,0.42371
51458,0.0
51459,0.0
51460,0.0
51461,0.0
51462,0.0
51463,0.0
51464,4.77672
51465,0.0
51466,0.6304854
51467,0.0
51468,0.0
51469,0.0
51470,0.17060389
51471,0.21807005
51472,1.0303551
51473,0.0
51474,0.0
51475,0.0
51476,0.0
51477,0.0
51478,0.0
51479,0.22806464
51480,0.010428314
51481,1.2815126
51482,0.0
51483,0.25804704
51484,0.0
51485,0.0
51486,0.0
51487,0.0
51488,0.0
51489,0.0
51490,0.0
51491,0.0
51492,0.0
51493,0.0
51494,0.0
51495,0.0
51496,0.0
51497,0.0
51498,0.0
51499,0.0
51500,0.0
51501,0.0
51502,0.0
51503,0.0
51504,0.0
51505,0.0
51506,11.240318
51507,0.0
51508,0.0
51509,0.0
51510,0.0
51511,11.240318
51512,0.0
51513,0.0
51514,0.0
51515,0.0
51516,0.0
51517,0.0
51518,0.0
51519,0.0
51520,0.0
51521,0.0
51522,0.0
51523,0.0
51524,0.0
51525,0.08180656
51526,0.0
51527,0.0
51528,0.0
51529,0.0
51530,0.0
51531,0.0
51532,0.0
51533,0.0
51534,0.0
51535,0.0
51536,0.0
51537,0.0
51538,0.0
51539,0.0
51540,0.0
51541,0.0
51542,0.0
51543,0.0
51544,0.014512711
51545,0.0
51546,0.0
51547,0.49641705
51548,0.0
51549,0.0
51550,0.0
51551,0.6725092
51552,0.0
51553,1.9561131
51554,0.760038
51555,0.0
51556,0.0
51557,0.0
51558,0.0
51559,0.0
51560,0.0
51561,0.0
51562,0.0
51563,0.0
51564,2.4458025
51565,0.0
51566,0.0
51567,0.0
51568,0.0
51569,0.0
51570,0.0
51571,0.0
51572,1.7950141
51573,0.80855364
51574,0.0
51575,0.0
51576,0.0
51577,0.0
51578,0.0
51579,16.929289
51580,0.0
51581,0.0
51582,0.0
51583,0.008971987
51584,0.0897869
51585,0.0
51586,0.0
51587,0.087756015
51588,0.0
51589,0.0
51590,0.0
51591,0.0
51592,0.0
51593,0.0
51594,0.0
51595,1.3354092
51596,0.0
51597,0.0
51598,0.15427859
51599,0.0
51600,0.0
51601,0.0
51602,0.0
51603,0.0
51604,0.0
51605,0.0
51606,0.0
51607,0.0
51608,0.19188745
51609,0.0
51610,0.0
51611,0.0
51612,0.38360617
51613,0.7200882
51614,0.0
51615,0.0
51616,0.0
51617,0.0
51618,0.0
51619,0.0
51620,0.0
51621,0.31449673
51622,0.0
51623,0.80244267
51624,0.0
51625,3.239088
51626,0.0
51627,0.0
51628,0.0
51629,0.0
51630,0.0
51631,0.0
51632,0.0
51633,0.0
51634,0.0
51635,0.0
51636,0.0
51637,0.0
51638,0.0
51639,0.0
51640,0.0
51641,0.0
51642,0.0
51643,0.01766992
51644,0.0
51645,0.0
51646,0.0
51647,0.001569088
51648,0.0
51649,0.0
51650,0.45771384
51651,2.073904
51652,0.11693198
51653,0.012237626
51654,2.2363408
51655,0.0
51656,0.0
51657,0.0
51658,0.0
51659,0.0
51660,0.0
51661,0.0
51662,0.0
51663,0.002932731
51664,0.0
51665,0.0
51666,0.0
51667,0.0
51668,0.0
51669,0.0
51670,0.0
51671,0.0
51672,0.0
51673,0.0
51674,0.0
51675,0.0
51676,0.0
51677,0.0
51678,0.0
51679,0.0
51680,0.0
51681,0.0
51682,0.0
51683,0.61171895
51684,0.0
51685,0.0
51686,1.8908889
51687,0.0
51688,0.0
51689,0.0
51690,0.0
51691,0.0
51692,0.0
51693,0.0
51694,0.0
51695,0.0
51696,0.0
51697,0.0
51698,0.0
51699,0.0
51700,4.8624086
51701,0.0
51702,0.0
51703,0.0
51704,0.0
51705,0.0
51706,0.0
51707,0.0
51708,2.4379735
51709,0.0
51710,0.0
51711,0.0
51712,0.0
51713,0.0
51714,0.0
51715,0.0
51716,0.0048882435
51717,0.0
51718,0.0
51719,0.2639092
51720,0.0
51721,0.0
51722,0.0
51723,0.0
51724,0.28387097
51725,0.0
51726,0.0
51727,0.0
51728,0.69476503
51729,0.0
51730,0.00023427386
51731,0.0
51732,0.0
51733,0.014044876
51734,0.0
51735,0.0
51736,0.0
51737,0.0
51738,0.0
51739,0.25444964
51740,2.7881093
51741,0.0
51742,0.0
51743,0.0
51744,0.0
51745,0.0
51746,0.0
51747,0.0
51748,0.0
51749,0.0003118813
51750,0.0
51751,0.0
51752,0.0
51753,0.0
51754,0.0
51755,0.0
51756,0.3404816
51757,0.0
51758,0.0
51759,0.0
51760,0.0
51761,0.0
51762,0.0
51763,0.29356351
51764,0.0
51765,0.0
51766,0.14906712
51767,0.0
51768,0.64534825
51769,0.0
51770,0.0
51771,0.0
51772,0.0
51773,0.0
51774,0.0
51775,0.0
51776,0.0
51777,0.0
51778,0.0
51779,0.0
51780,0.0
51781,0.0
51782,0.0
51783,0.0
51784,0.0
51785,0.0
51786,0.0
51787,0.0
51788,0.0
51789,0.0
51790,0.0
51791,0.0
51792,0.0
51793,0.0
51794,0.0
51795,0.0
51796,0.0
51797,0.0
51798,0.40656587
51799,0.0097436365
51800,0.0
51801,0.0
51802,0.0
51803,0.0
51804,0.0
51805,0.0
51806,0.0
51807,0.0
51808,0.0
51809,0.3534877
51810,0.0
51811,0.0032773311
51812,0.0
51813,0.0
51814,1.6819352
51815,0.0
51816,0.0
51817,2.5283027
51818,0.0
51819,0.0001259063
51820,0.0
51821,0.0
51822,0.0
51823,0.0
51824,0.0
51825,0.0
51826,0.0
51827,0.0
51828,0.0
51829,3.9941278
51830,1.8673376
51831,0.0
51832,0.0
51833,0.0
51834,0.0
51835,0.0
51836,0.0
51837,0.0
51838,0.0
51839,0.122750185
51840,0.19315863
51841,0.005124664
51842,0.0
51843,0.019564763
51844,0.0
51845,0.7779935
51846,0.0
51847,2.1276565
51848,0.0
51849,0.0
51850,0.0
51851,0.0
51852,0.0
51853,0.0
51854,0.0
51855,0.040233642
51856,1.3178395
51857,0.08690894
51858,0.0
51859,0.0
51860,0.0
51861,0.0
51862,0.0
51863,0.0
51864,0.0
51865,0.0
51866,0.0
51867,0.0
51868,0.0
51869,0.0
51870,0.0
51871,0.0
51872,0.0
51873,0.0
51874,0.26941136
51875,0.0
51876,0.3534669
51877,0.005193079
51878,0.0
51879,0.0
51880,0.5437012
51881,0.0
51882,0.0
51883,0.17329556
51884,0.0
51885,0.83903724
51886,0.30989277
51887,0.0
51888,0.0
51889,0.0
51890,0.0
51891,0.0
51892,0.0
51893,1.3873928
51894,0.08096313
51895,0.0
51896,1.7278221
51897,0.0
51898,3.0080807
51899,0.0
51900,0.0
51901,0.0
51902,0.7998649
51903,0.0
51904,0.0
51905,0.0
51906,0.0
51907,0.0
51908,0.013941115
51909,0.00060267723
51910,0.0
51911,0.0
51912,0.8367354
51913,0.0
51914,1.1680362
51915,0.0
51916,0.05916365
51917,0.0
51918,0.0
51919,0.0
51920,0.0
51921,1.4624765
51922,0.0
51923,0.0
51924,0.0
51925,0.0
51926,0.0
51927,0.112249576
51928,1.0257459
51929,0.0
51930,0.13660756
51931,0.0
51932,0.0
51933,0.0
51934,0.22806384
51935,0.0
51936,0.0
51937,0.0
51938,0.0
51939,0.0
51940,0.0
51941,0.0
51942,0.0
51943,0.0
51944,0.55560124
51945,0.0
51946,0.0
51947,0.0
51948,0.0
51949,0.0
51950,0.0
51951,0.0
51952,0.0
51953,0.0
51954,0.0
51955,0.0
51956,0.13429347
51957,0.0
51958,0.0
51959,0.0
51960,0.0
51961,0.0
51962,0.0
51963,0.0
51964,0.0
51965,0.0
51966,0.13861543
51967,0.0
51968,0.0
51969,0.0
51970,0.0
51971,0.0
51972,0.0
51973,0.0
51974,0.0
51975,0.0
51976,0.0
51977,0.0
51978,0.0
51979,0.0
51980,0.0
51981,0.29575965
51982,0.0
51983,0.0
51984,0.0
51985,0.0
51986,0.0
51987,0.0
51988,0.0
51989,0.0
51990,0.0
51991,0.0
51992,0.21233812
51993,0.0
51994,0.0
51995,0.0
51996,0.0
51997,0.0
51998,0.13068335
51999,0.0
52000,0.0
52001,0.0
52002,0.0
52003,0.0
52004,0.0
52005,0.0
52006,0.0
52007,0.0
52008,0.0
52009,0.0
52010,0.0
52011,0.29194734
52012,0.0
52013,0.0
52014,0.0
52015,0.0
52016,0.2808072
52017,1.3751088
52018,0.0
52019,0.0
52020,0.0
52021,0.0
52022,0.0
52023,0.0
52024,0.0
52025,0.0
52026,0.0
52027,0.0
52028,0.0
52029,0.0
52030,0.0
52031,0.0
52032,0.0
52033,0.0
52034,0.0
52035,0.0
52036,0.0
52037,0.0
52038,0.0
52039,0.0
52040,0.0
52041,0.0
52042,0.0
52043,0.0
52044,0.0
52045,0.0
52046,0.0
52047,0.0
52048,0.0
52049,0.0
52050,0.0
52051,0.0
52052,0.0
52053,0.0
52054,0.0
52055,0.0
52056,0.0
52057,0.0
52058,0.020055827
52059,0.0
52060,0.10572808
52061,0.0
52062,0.0
52063,0.059421778
52064,6.4166355
52065,0.0
52066,0.0
52067,0.0
52068,0.0
52069,0.0
52070,0.0
52071,0.0
52072,0.0
52073,0.0
52074,0.0
52075,0.0
52076,0.0
52077,0.0
52078,0.0
52079,0.7493772
52080,0.0
52081,0.0
52082,0.0
52083,0.0
52084,0.0
52085,0.0
52086,4.7317224
52087,0.0
52088,0.6243227
52089,0.0
52090,0.0
52091,0.0
52092,0.10954505
52093,0.23158525
52094,1.0171771
52095,0.0
52096,0.0
52097,0.0
52098,0.0
52099,0.0
52100,0.0
52101,0.4145614
52102,0.023189114
52103,1.0300432
52104,0.0
52105,0.26677418
52106,0.0
52107,0.0
52108,0.0
52109,0.0
52110,0.0
52111,0.0
52112,0.0
52113,0.0
52114,0.0
52115,0.0
52116,0.0
52117,0.0
52118,0.0
52119,0.0
52120,0.0
52121,0.0
52122,0.0
52123,0.0
52124,0.0
52125,0.0
52126,0.0
52127,0.0
52128,11.206352
52129,0.0
52130,0.0
52131,0.0
52132,0.0
52133,11.206352
52134,0.0
52135,0.0
52136,0.0
52137,0.0
52138,0.0
52139,0.0
52140,0.0
52141,0.0
52142,0.0
52143,0.0
52144,0.0
52145,0.0
52146,0.0
52147,0.111053504
52148,0.0
52149,0.0
52150,0.0
52151,0.0
52152,0.0
52153,0.0
52154,0.0
52155,0.0
52156,0.0
52157,0.0
52158,0.0
52159,0.0
52160,0.0
52161,0.0
52162,0.0
52163,0.0
52164,0.0
52165,0.0
52166,0.038976707
52167,0.0
52168,0.0
52169,0.589855
52170,0.0
52171,0.0
52172,0.0
52173,1.0197434
52174,0.0
52175,2.256351
52176,0.625024
52177,0.0
52178,0.0
52179,0.0
52180,0.0
52181,0.0
52182,0.0
52183,0.0
52184,0.0
52185,0.0
52186,2.5321143
52187,0.0
52188,0.0
52189,0.0
52190,0.0
52191,0.0
52192,0.0
52193,0.0
52194,1.6408112
52195,0.7616497
52196,0.0
52197,0.0
52198,0.0
52199,0.0
52200,0.0
52201,16.90258
52202,0.0
52203,0.0
52204,0.0
52205,0.013029861
52206,0.112552695
52207,0.0
52208,0.0
52209,0.106535524
52210,0.0
52211,0.0
52212,0.0
52213,0.0
52214,0.0
52215,0.0
52216,0.0
52217,1.7247157
52218,0.0
52219,0.0
52220,0.09966016
52221,0.0
52222,0.0
52223,6.905346e-05
52224,0.0
52225,0.0
52226,0.0
52227,0.0
52228,0.0
52229,0.0
52230,0.15036683
52231,0.0
52232,0.0
52233,0.0
52234,0.42298603
52235,0.67742306
52236,0.0
52237,0.0
52238,0.0
52239,0.0
52240,0.0
52241,0.0
52242,0.0
52243,0.33231586
52244,0.0
52245,1.0390645
52246,0.0
52247,3.0343199
52248,0.0
52249,0.0
52250,0.0
52251,0.0
52252,0.0
52253,0.0
52254,0.0
52255,0.0
52256,0.0
52257,0.0
52258,0.0
52259,0.0
52260,0.0
52261,0.0
52262,0.0
52263,0.0
52264,0.0
52265,0.032303467
52266,0.0
52267,0.0
52268,0.0
52269,0.0012500572
52270,0.0
52271,0.0
52272,0.4032426
52273,1.4862894
52274,0.16746075
52275,0.06470745
52276,2.4349337
52277,0.0
52278,0.0
52279,0.0
52280,0.0
52281,0.0
52282,0.0
52283,0.0
52284,0.0
52285,0.06744218
52286,0.0
52287,0.0
52288,0.0
52289,0.0
52290,0.0
52291,0.0
52292,0.0
52293,0.0
52294,0.0
52295,0.0
52296,0.0
52297,0.0
52298,0.0
52299,0.0
52300,0.0
52301,0.0
52302,0.0
52303,0.0
52304,0.0
52305,0.6664426
52306,0.0
52307,0.0
52308,1.7497005
52309,0.0
52310,0.0
52311,0.0
52312,0.0
52313,0.0
52314,0.0
52315,0.0
52316,0.0
52317,0.0
52318,0.0
52319,0.0
52320,0.0
52321,0.0
52322,6.394634
52323,0.0
52324,0.0
52325,0.0
52326,0.0
52327,0.0
52328,0.0
52329,0.0
52330,2.8788297
52331,0.0
52332,0.0
52333,0.0
52334,0.0
52335,0.0
52336,0.0
52337,0.0
52338,0.0
52339,0.0
52340,0.0
52341,0.25747788
52342,0.0
52343,0.0
52344,0.0
52345,0.0
52346,0.45769605
52347,0.0
52348,0.021840237
52349,0.0
52350,0.9028413
52351,0.0
52352,0.0
52353,0.0
52354,0.0
52355,0.041706268
52356,0.0
52357,0.0
52358,0.0
52359,0.0
52360,0.0
52361,0.23461357
52362,3.8939373
52363,0.0
52364,0.0
52365,0.0
52366,0.0
52367,0.0
52368,0.0
52369,0.0
52370,0.0
52371,0.0
52372,0.0
52373,0.0
52374,0.0
52375,0.0
52376,0.0
52377,0.0
52378,0.34840533
52379,0.0
52380,0.0
52381,0.0
52382,0.0
52383,0.0
52384,0.0
52385,0.32993674
52386,0.0
52387,0.035575453
52388,0.06790144
52389,0.0
52390,0.60959774
52391,0.0
52392,0.0
52393,0.0
52394,0.0
52395,0.0
52396,0.0
52397,0.0
52398,0.0
52399,0.0
52400,0.0
52401,0.0
52402,0.0
52403,0.0
52404,0.0
52405,0.0
52406,0.0
52407,0.0
52408,0.0
52409,0.0
52410,0.0
52411,0.0
52412,0.0
52413,0.0
52414,0.0
52415,6.7874746e-05
52416,0.0
52417,0.0
52418,0.0
52419,0.0
52420,0.29547513
52421,0.0117911855
52422,0.0
52423,0.0
52424,0.0
52425,0.0
52426,0.0
52427,0.0
52428,0.0
52429,0.0
52430,0.0
52431,0.13626133
52432,0.0046586827
52433,0.0
52434,0.0
52435,0.0
52436,1.3847883
52437,0.0
52438,0.0
52439,2.5254116
52440,0.0
52441,0.0
52442,0.0
52443,0.0
52444,0.0
52445,0.0
52446,0.0
52447,0.0
52448,0.0
52449,0.0
52450,0.0
52451,4.2750373
52452,2.0699785
52453,0.0
52454,0.0
52455,0.0
52456,0.0
52457,0.0
52458,0.0
52459,0.0
52460,0.0
52461,0.023850933
52462,0.120098665
52463,0.0
52464,0.0
52465,0.0
52466,0.0
52467,0.5652747
52468,0.0
52469,2.0030024
52470,0.0
52471,0.0
52472,0.0
52473,0.0
52474,0.0
52475,0.0
52476,0.0
52477,0.006056206
52478,1.1618501
52479,0.08793847
52480,0.0
52481,0.0
52482,0.0
52483,0.0
52484,0.0
52485,0.0
52486,0.0
52487,0.0
52488,0.0
52489,0.0
52490,0.0
52491,0.0
52492,0.0
52493,0.0
52494,0.0
52495,0.0
52496,0.2516097
52497,0.00015015707
52498,0.36301914
52499,0.046012536
52500,0.0
52501,0.0
52502,0.38309067
52503,0.0
52504,0.0
52505,0.26201773
52506,0.0
52507,0.88273674
52508,0.19726756
52509,0.0
52510,0.0
52511,0.0
52512,0.0
52513,0.0
52514,0.0
