,0
50351,0.0
50352,0.0
50353,0.0
50354,0.0
50355,0.0
50356,0.0
50357,9.208957
50358,0.9573589
50359,0.2974743
50360,0.029005717
50361,0.0
50362,0.0
50363,0.0
50364,0.0
50365,0.0
50366,0.33143315
50367,0.0
50368,0.0
50369,1.8996469
50370,0.623284
50371,1.0209461
50372,5.249232
50373,0.0
50374,0.004855014
50375,0.0
50376,5.193596
50377,0.0
50378,0.0
50379,0.0
50380,0.0
50381,0.044159144
50382,0.0
50383,0.0
50384,0.0
50385,0.0
50386,0.0
50387,0.0
50388,0.0
50389,0.1732718
50390,0.0
50391,0.0
50392,1.115311
50393,0.031822253
50394,0.0
50395,0.0
50396,0.0
50397,0.0
50398,0.0
50399,0.0
50400,0.0
50401,0.012486152
50402,0.0
50403,0.0
50404,0.0
50405,2.6115363
50406,1.1506703
50407,0.001670244
50408,0.9155823
50409,0.0
50410,0.24103382
50411,0.0
50412,0.0
50413,0.0
50414,0.0
50415,0.0
50416,0.0
50417,0.0
50418,0.0
50419,0.0
50420,0.0
50421,0.0
50422,0.0
50423,0.028856577
50424,0.0
50425,1.4464167
50426,0.0
50427,0.0
50428,0.0
50429,0.0
50430,0.0
50431,0.0
50432,0.0
50433,0.0
50434,0.0
50435,0.0
50436,0.0
50437,0.0
50438,0.0
50439,0.0
50440,0.0
50441,0.0
50442,0.0
50443,0.0
50444,0.014217175
50445,0.0
50446,0.0016783115
50447,2.471639
50448,0.0
50449,0.0
50450,0.0
50451,0.15873961
50452,0.0
50453,0.0
50454,0.0
50455,0.06740289
50456,0.95061266
50457,0.16866961
50458,0.0
50459,0.0
50460,0.0
50461,0.0
50462,0.0
50463,0.0
50464,0.0
50465,0.0
50466,0.0
50467,0.0
50468,0.0
50469,0.0
50470,0.0
50471,0.0
50472,0.0
50473,0.0
50474,0.0
50475,0.00014053559
50476,0.0
50477,0.0
50478,0.0
50479,0.0
50480,0.0
50481,0.0
50482,0.0
50483,0.0
50484,0.0
50485,0.0
50486,0.60208786
50487,0.0011532209
50488,0.0
50489,0.0
50490,0.0
50491,0.0
50492,0.0
50493,0.19453402
50494,0.0
50495,0.0
50496,0.19416639
50497,0.0
50498,0.0
50499,0.0
50500,0.0
50501,0.0
50502,0.0
50503,0.0
50504,0.0
50505,0.0
50506,0.0
50507,0.1269777
50508,0.0
50509,0.0
50510,0.0
50511,0.0
50512,0.0
50513,0.0
50514,0.0
50515,0.0
50516,0.0
50517,0.0
50518,0.0
50519,0.0
50520,0.0
50521,0.0
50522,0.0
50523,0.0
50524,0.0
50525,0.0
50526,0.0
50527,0.0
50528,0.0
50529,0.0
50530,0.55367404
50531,0.0
50532,0.026496883
50533,0.0
50534,0.0
50535,0.0
50536,0.0
50537,0.0
50538,0.0
50539,0.0
50540,0.0
50541,0.28897282
50542,0.0
50543,0.0
50544,0.0
50545,0.0
50546,0.04691119
50547,0.0
50548,0.0
50549,0.0
50550,1.8462647
50551,0.0
50552,0.0
50553,0.0
50554,0.0
50555,0.66643775
50556,0.0
50557,0.0
50558,0.0
50559,0.6422985
50560,9.160162
50561,0.0
50562,0.0
50563,2.4920719
50564,0.0
50565,0.0
50566,0.0
50567,0.0
50568,0.0
50569,1.2343799
50570,0.0
50571,0.0744809
50572,3.3102484
50573,0.0
50574,0.0
50575,0.0
50576,1.866696
50577,0.13999233
50578,0.0
50579,2.651517
50580,0.0
50581,0.0
50582,0.0
50583,0.0
50584,0.0
50585,2.4325867
50586,0.07717782
50587,0.0
50588,1.3421654
50589,0.0
50590,0.0
50591,6.3515763
50592,0.0
50593,0.0
50594,0.0
50595,0.0
50596,1.5724101
50597,2.0331328
50598,0.0
50599,0.0
50600,0.0
50601,0.0076397774
50602,0.0
50603,0.2802658
50604,0.0
50605,0.0
50606,0.0
50607,0.0
50608,0.0
50609,0.0
50610,0.0
50611,0.0
50612,0.0
50613,0.0
50614,2.6562462
50615,0.0
50616,0.0
50617,0.0
50618,9.207611e-06
50619,0.0
50620,0.0
50621,0.0
50622,0.0
50623,0.0
50624,0.0
50625,0.0
50626,0.0
50627,0.0
50628,0.0
50629,0.0
50630,0.0
50631,0.0
50632,0.0
50633,0.0
50634,0.0
50635,0.0
50636,0.0
50637,0.0
50638,0.0
50639,0.0
50640,0.0017010797
50641,0.0
50642,0.0
50643,0.49095845
50644,0.088614285
50645,0.0
50646,0.0
50647,0.0
50648,0.0
50649,0.0
50650,0.0
50651,0.0
50652,0.0
50653,0.0
50654,0.0
50655,0.30095086
50656,0.0
50657,0.0
50658,0.38238204
50659,0.0
50660,0.0
50661,2.402832
50662,0.0
50663,0.0
50664,0.0
50665,0.0
50666,0.0
50667,0.08888287
50668,0.0
50669,0.0
50670,0.0
50671,0.0
50672,0.0
50673,0.0
50674,0.0
50675,0.0
50676,0.0
50677,0.53031886
50678,0.0
50679,0.0
50680,0.0
50681,0.0
50682,0.0
50683,0.0
50684,0.0
50685,0.0
50686,0.0
50687,0.0
50688,0.0
50689,0.0
50690,5.5419817
50691,5.992611
50692,0.95218945
50693,0.054310117
50694,0.0
50695,0.0
50696,0.0
50697,0.0
50698,1.1871761
50699,0.0
50700,0.0
50701,0.0
50702,0.0
50703,0.09031967
50704,0.0
50705,0.0
50706,0.0
50707,0.0
50708,0.0
50709,3.087672
50710,0.0
50711,0.17604442
50712,0.0
50713,0.0
50714,0.0
50715,0.25060123
50716,0.0
50717,0.7076329
50718,0.0
50719,0.0
50720,0.28698978
50721,0.0
50722,0.0
50723,0.08629157
50724,0.0
50725,0.0
50726,0.0
50727,0.0
50728,0.0
50729,0.0
50730,0.0
50731,0.018154498
50732,0.0
50733,3.4393432
50734,0.0
50735,2.6072884
50736,0.0
50737,0.0
50738,0.0
50739,0.0
50740,3.2032392
50741,0.0
50742,0.12867907
50743,0.09735844
50744,0.0
50745,0.0
50746,0.0
50747,0.0
50748,0.8355994
50749,0.0
50750,0.0
50751,0.0
50752,0.0
50753,5.4562607
50754,0.0
50755,0.0
50756,0.0
50757,0.0
50758,0.0
50759,0.0
50760,0.0
50761,0.0
50762,0.0
50763,0.0
50764,0.408474
50765,0.0
50766,0.0
50767,0.0
50768,0.0
50769,2.3771489
50770,0.025855232
50771,0.0
50772,0.0
50773,0.0
50774,0.0
50775,0.0
50776,0.0
50777,0.0
50778,3.384307
50779,0.0
50780,0.0
50781,0.86281157
50782,0.0
50783,0.0
50784,3.7927043
50785,6.846582
50786,0.0
50787,0.0
50788,0.0
50789,0.14073654
50790,0.13013646
50791,0.0
50792,0.0
50793,0.0
50794,0.0
50795,0.12861668
50796,0.12622297
50797,5.1216598
50798,0.20302054
50799,0.033509247
50800,0.0
50801,0.0
50802,0.0
50803,0.0
50804,0.0
50805,0.0
50806,0.0
50807,0.0
50808,0.0
50809,0.0
50810,0.0
50811,0.5807035
50812,0.018219544
50813,6.031781
50814,0.0
50815,0.061940797
50816,0.0
50817,0.0
50818,0.0
50819,0.0
50820,0.0
50821,0.0
50822,0.0
50823,0.0
50824,0.0
50825,0.0
50826,0.0
50827,0.0
50828,0.0
50829,0.0
50830,0.0
50831,0.06135578
50832,0.0
50833,0.0
50834,0.0
50835,0.0
50836,0.0
50837,0.0
50838,0.0
50839,0.0
50840,0.0
50841,0.0
50842,0.0
50843,0.0
50844,0.0
50845,0.0
50846,0.0
50847,0.0
50848,0.0
50849,1.0857775
50850,0.0
50851,0.0
50852,0.0
50853,0.0
50854,0.0
50855,0.0
50856,0.0
50857,0.0
50858,0.2720449
50859,0.1637729
50860,0.0
50861,0.0
50862,0.0
50863,11.299681
50864,0.0
50865,0.0
50866,1.6831502
50867,0.0
50868,0.0
50869,0.0
50870,0.0
50871,2.7609332
50872,0.00015991475
50873,0.0075421077
50874,0.0
50875,0.0
50876,0.0
50877,0.0
50878,0.0
50879,0.0
50880,0.0
50881,0.0
50882,0.0
50883,0.0
50884,0.0
50885,0.0
50886,0.0
50887,0.0
50888,0.0
50889,0.0
50890,0.0
50891,0.0
50892,0.0
50893,0.0
50894,0.0
50895,0.048947316
50896,0.0
50897,0.0
50898,0.0
50899,0.0
50900,0.03267349
50901,0.0
50902,0.0
50903,0.0
50904,0.0
50905,0.0
50906,0.0
50907,0.0
50908,0.0
50909,0.0
50910,0.0
50911,0.0
50912,0.0
50913,0.0
50914,0.0
50915,0.03936422
50916,0.0
50917,0.0
50918,4.31356
50919,0.0
50920,0.13358864
50921,0.0
50922,0.0
50923,0.0006541735
50924,5.8278136
50925,0.0
50926,0.0
50927,0.0
50928,0.0
50929,0.0
50930,0.0
50931,0.0
50932,0.0
50933,0.0
50934,0.0
50935,0.68856674
50936,0.0
50937,0.0
50938,2.5122855
50939,0.0
50940,0.03333357
50941,0.23886752
50942,0.0
50943,0.0
50944,0.0
50945,0.0
50946,0.0
50947,0.030715624
50948,5.547774
50949,0.41638112
50950,0.37235543
50951,0.0028216797
50952,0.0
50953,0.0
50954,0.0
50955,0.8739802
50956,0.0
50957,0.0
50958,0.0
50959,0.0
50960,0.0
50961,0.055487182
50962,0.0
50963,0.0
50964,0.3545129
50965,0.35600737
50966,0.0
50967,0.0
50968,0.062107082
50969,0.09103278
50970,0.0
50971,0.0
50972,0.0
50973,0.0
50974,0.0
50975,0.0
50976,0.021188756
50977,0.0
50978,0.0
50979,0.0
50980,0.0
50981,0.0
50982,0.0
50983,9.233731
50984,0.96386445
50985,0.27702993
50986,0.014277695
50987,0.0
50988,0.0
50989,0.0
50990,0.0
50991,0.0
50992,0.36526403
50993,0.0
50994,0.0
50995,1.9064134
50996,0.67224365
50997,1.0201482
50998,5.4427347
50999,0.0
51000,0.00012579944
51001,0.0
51002,5.6363378
51003,0.0
51004,0.0
51005,0.0
51006,0.0
51007,0.05527465
51008,0.0
51009,0.0
51010,0.0
51011,0.0
51012,0.0
51013,0.0
51014,0.0
51015,0.101384364
51016,0.0
51017,0.0
51018,1.1151267
51019,0.026171297
51020,0.0
51021,0.0
51022,0.0
51023,0.0
51024,0.0
51025,0.0
51026,0.0
51027,0.016052527
51028,0.0
51029,0.0
51030,0.0
51031,2.662753
51032,1.0686791
51033,0.0
51034,0.92673093
51035,0.0
51036,0.23822676
51037,0.0
51038,0.0
51039,0.0
51040,0.0
51041,0.0
51042,0.0
51043,0.0
51044,0.0
51045,0.0
51046,0.0
51047,0.0
51048,0.0
51049,0.019529596
51050,0.0
51051,1.4776975
51052,0.0
51053,0.0
51054,0.0
51055,0.0
51056,0.0
51057,0.0
51058,0.0
51059,0.0
51060,0.0
51061,0.0
51062,0.0
51063,0.0
51064,0.0
51065,0.0
51066,0.0
51067,0.0
51068,0.0
51069,0.0
51070,0.017952275
51071,0.0
51072,0.00083694595
51073,2.537525
51074,0.0
51075,0.0
51076,4.5701254e-05
51077,0.21741785
51078,0.0
51079,0.0
51080,0.0
51081,0.09238427
51082,0.9476643
51083,0.21430124
51084,0.0
51085,0.0
51086,0.0
51087,0.0
51088,0.0
51089,0.0
51090,0.0
51091,0.0
51092,0.0
51093,0.0
51094,0.0
51095,0.0
51096,0.0
51097,0.0
51098,0.0
51099,0.0
51100,0.0
51101,0.0
51102,0.0
51103,0.0
51104,0.0
51105,0.0
51106,0.0
51107,0.0
51108,0.0
51109,0.0
51110,0.0
51111,0.0
51112,0.39730313
51113,0.010618741
51114,0.0
51115,0.0
51116,0.0
51117,0.0
51118,0.0
51119,0.22199742
51120,0.0
51121,0.0
51122,0.15295334
51123,0.0
51124,0.0
51125,0.0
51126,0.0
51127,0.0
51128,0.0
51129,0.0
51130,0.0
51131,0.0
51132,0.0
51133,0.06510355
51134,0.0
51135,0.0
51136,0.0
51137,0.0
51138,0.0
51139,0.0
51140,0.0
51141,0.0
51142,0.0
51143,0.0
51144,0.0
51145,0.0
51146,0.0
51147,0.0
51148,0.0
51149,0.0
51150,0.0
51151,0.0
51152,0.0
51153,0.0
51154,0.0
51155,0.0
51156,0.5259746
51157,0.0
51158,0.010809208
51159,0.0
51160,0.0
51161,0.0
51162,0.0
51163,0.0
51164,0.0
51165,0.0
51166,0.0
51167,0.30511734
51168,0.0
51169,0.0
51170,0.0
51171,0.0
51172,0.05353093
51173,0.0
51174,0.0
51175,0.0
51176,1.7472417
51177,0.0
51178,0.0
51179,0.0
51180,0.0
51181,0.6824612
51182,0.0
51183,0.0
51184,0.0
51185,0.4754992
51186,9.396233
51187,0.0
51188,0.0
51189,2.2030425
51190,0.0
51191,0.0
51192,0.0
51193,0.0
51194,0.0
51195,1.0956651
51196,0.0
51197,0.08746624
51198,3.421552
51199,0.0
51200,0.0
51201,0.0
51202,1.7318221
51203,0.133692
51204,0.0
51205,2.5366066
51206,0.0
51207,0.0
51208,0.0
51209,0.0
51210,0.0
51211,2.42996
51212,0.08733768
51213,0.0
51214,1.3198872
51215,0.0
51216,0.0
51217,7.0926943
51218,0.0
51219,0.0
51220,0.0
51221,0.0
51222,1.4376267
51223,2.1763415
51224,0.0
51225,0.0
51226,0.0
51227,0.011433243
51228,0.0
51229,0.26375586
51230,0.0
51231,0.0
51232,0.0
51233,0.0
51234,0.0
51235,0.0
51236,0.0
51237,0.0
51238,0.0
51239,0.0
51240,2.6884382
51241,0.0
51242,0.0
51243,0.0
51244,0.0
51245,0.0
51246,0.0
51247,0.0
51248,0.0
51249,0.0
51250,0.0
51251,0.0
51252,0.0
51253,0.0
51254,0.0
51255,0.0
51256,0.0
51257,0.0
51258,0.0
51259,0.0
51260,0.0
51261,0.0
51262,0.0
51263,0.0
51264,0.0
51265,0.0
51266,0.0
51267,0.0
51268,0.0
51269,0.4672713
51270,0.08994299
51271,0.0
51272,0.0
51273,0.0
51274,0.0
51275,0.0
51276,0.0
51277,0.0
51278,0.0
51279,0.0
51280,0.0
51281,0.13303755
51282,0.0
51283,0.0
51284,0.45069462
51285,0.0
51286,0.0
51287,2.51613
51288,0.0
51289,0.0
51290,0.0
51291,0.0
51292,0.0
51293,0.07950428
51294,0.0
51295,0.0
51296,0.0
51297,0.0
51298,0.0
51299,0.0
51300,0.0
51301,0.0
51302,0.0
51303,0.6252025
51304,0.0
51305,0.0
51306,0.0
51307,0.0
51308,0.0
51309,0.0
51310,0.0
51311,0.0
51312,0.0
51313,0.0
51314,0.0
51315,0.0
51316,5.300822
51317,5.921161
51318,0.9165739
51319,0.039110053
51320,0.0
51321,0.0
51322,0.0
51323,0.0
51324,1.2333789
51325,0.0
51326,0.0
51327,0.0
51328,0.0
51329,0.09984798
51330,0.0
51331,0.0
51332,0.0
51333,0.0
51334,0.0
51335,3.1047482
51336,0.0
51337,0.15255095
51338,0.0
51339,0.0
51340,0.0
51341,0.21805993
51342,0.0
51343,0.5709468
51344,0.0
51345,0.0
51346,0.25079554
51347,0.0
51348,0.0
51349,0.09718709
51350,0.0
51351,0.0
51352,0.0
51353,0.0
51354,0.0
51355,0.0
51356,0.0
51357,0.016412426
51358,0.0
51359,3.4359274
51360,0.0
51361,2.4995666
51362,0.0
51363,0.0
51364,0.0
51365,0.0
51366,3.3014414
51367,0.0
51368,0.110304944
51369,0.1096918
51370,0.0
51371,0.0
51372,0.0
51373,0.0
51374,1.0827543
51375,0.0
51376,0.0
51377,0.0
51378,0.0
51379,5.455016
51380,0.0
51381,0.0
51382,0.0
51383,0.0
51384,0.0
51385,0.0
51386,0.0
51387,0.0
51388,0.0
51389,0.0
51390,0.27843174
51391,0.0
51392,0.0
51393,0.0
51394,0.0
51395,2.3684607
51396,0.02531095
51397,0.0
51398,0.0
51399,0.0
51400,0.0
51401,0.0
51402,0.0
51403,0.0
51404,3.2989123
51405,0.0
51406,0.0
51407,0.7957075
51408,0.0
51409,0.0
51410,3.486751
51411,6.350918
51412,0.0
51413,0.0
51414,0.0
51415,0.23223263
51416,0.09078935
51417,0.0
51418,0.0
51419,0.0
51420,0.0
51421,0.10829491
51422,0.093380086
51423,5.183268
51424,0.23853621
51425,0.042005282
51426,0.0
51427,0.0
51428,0.0
51429,0.0
51430,0.0
51431,0.0
51432,0.0
51433,0.0
51434,0.0
51435,0.0
51436,0.0
51437,0.6176316
51438,0.018260267
51439,5.908758
51440,0.0
51441,0.06667935
51442,0.0
51443,0.0
51444,0.0
51445,0.0
51446,0.0
51447,0.0
51448,0.0
51449,0.0
51450,0.0
51451,0.0
51452,0.0
51453,0.0
51454,0.0
51455,0.0
51456,0.0
51457,0.056954525
51458,0.0
51459,0.0
51460,0.0
51461,0.0
51462,0.0
51463,0.0
51464,0.0
51465,0.0
51466,0.0
51467,0.0
51468,0.0
51469,0.0
51470,0.0
51471,0.0
51472,0.0
51473,0.0
51474,0.0
51475,1.0295562
51476,0.0
51477,0.0
51478,0.0
51479,0.0
51480,0.0
51481,0.0
51482,0.0
51483,0.0
51484,0.31164783
51485,0.15308613
51486,0.0
51487,0.0
51488,0.0
51489,10.719157
51490,0.0
51491,0.0
51492,1.6236769
51493,0.0
51494,0.0
51495,0.0
51496,0.0
51497,2.7374935
51498,0.0021045688
51499,0.003239521
51500,0.0
51501,0.0
51502,0.0
51503,0.0
51504,0.0
51505,0.0
51506,0.0
51507,0.0
51508,0.0
51509,0.0
51510,0.0
51511,0.0
51512,0.0
51513,0.0
51514,0.0
51515,0.0
51516,0.0
51517,0.0
51518,0.0
51519,0.0
51520,0.0
51521,0.044972327
51522,0.0
51523,0.0
51524,0.0
51525,0.0
51526,0.019219294
51527,0.0
51528,0.0
51529,0.0
51530,0.0
51531,0.0
51532,0.0
51533,0.0
51534,0.0
51535,0.0
51536,0.0
51537,0.0
51538,0.0
51539,0.0
51540,0.0
51541,0.027589481
51542,0.0
51543,0.0
51544,4.371821
51545,0.0
51546,0.10896942
51547,0.0
51548,0.0
51549,0.0025729996
51550,5.813508
51551,0.0
51552,0.0
51553,0.0
51554,0.0
51555,0.0
51556,0.0
51557,0.0
51558,0.0
51559,0.0
51560,0.0
51561,0.6558822
51562,0.0
51563,0.0
51564,2.6608355
51565,0.0
51566,0.038971417
51567,0.31686172
51568,0.0
51569,0.0
51570,0.0
51571,0.0
51572,0.0
51573,0.17455643
51574,5.428477
51575,0.47156978
51576,0.38814354
51577,0.0019418425
51578,0.0
51579,0.0
51580,0.0
51581,0.84602666
51582,0.0
51583,0.0
51584,0.0
51585,0.0
51586,0.0
51587,0.063188
51588,0.0
51589,0.0
51590,0.3542004
51591,0.38625857
51592,0.0
51593,0.0
51594,0.05416732
51595,0.060959
51596,0.0
51597,0.0
51598,0.0
51599,0.0
51600,0.0
51601,0.0
51602,0.01992674
51603,0.0
51604,0.0
51605,0.0
51606,0.0
51607,0.0
51608,0.0
51609,9.188273
51610,0.95880836
51611,0.3148559
51612,0.034212075
51613,0.0
51614,0.0
51615,0.0
51616,0.0
51617,0.0
51618,0.33185795
51619,0.0
51620,0.0
51621,1.8648121
51622,0.6504401
51623,1.0220758
51624,5.3253274
51625,0.0
51626,0.009598247
51627,0.0
51628,5.1538534
51629,0.0
51630,0.0
51631,0.0
51632,0.0
51633,0.04723662
51634,0.0
51635,0.0
51636,0.0
51637,0.0
51638,0.0
51639,0.0
51640,0.0
51641,0.18684833
51642,0.0
51643,0.0
51644,1.1328224
51645,0.033198524
51646,0.0
51647,0.0
51648,0.0
51649,0.0
51650,0.0
51651,0.0
51652,0.0
51653,0.015577571
51654,0.0
51655,0.0
51656,0.0
51657,2.5919077
51658,1.1897379
51659,0.0034466577
51660,0.9071432
51661,0.0
51662,0.22488624
51663,0.0
51664,0.0
51665,0.0
51666,0.0
51667,0.0
51668,0.0
51669,0.0
51670,0.0
51671,0.0
51672,0.0
51673,0.0
51674,0.0
51675,0.023367817
51676,0.0
51677,1.4561654
51678,0.0
51679,0.0
51680,0.0
51681,0.0
51682,0.0
51683,0.0
51684,0.0
51685,0.0
51686,0.0
51687,0.0
51688,0.0
51689,0.0
51690,0.0
51691,0.0
51692,0.0
51693,0.0
51694,0.0
51695,0.0
51696,0.023422444
51697,0.0
51698,0.0006496022
51699,2.4695876
51700,0.0
51701,0.0
51702,5.990393e-05
51703,0.18931153
51704,0.0
51705,0.0
51706,0.0
51707,0.064655505
51708,0.94594496
51709,0.15692055
51710,0.0
51711,0.0
51712,0.0
51713,0.0
51714,0.0
51715,0.0
51716,0.0
51717,0.0
51718,0.0
51719,0.0
51720,0.0
51721,0.0
51722,0.0
51723,0.0
51724,0.0
51725,0.0
51726,0.0
51727,0.0004268515
51728,0.0
51729,0.0
51730,0.0
51731,0.0
51732,0.0
51733,0.0
51734,0.0
51735,0.0
51736,0.0
51737,0.0
51738,0.5759931
51739,0.0044059716
51740,0.0
51741,0.0
51742,0.0
51743,0.0
51744,0.0
51745,0.18590882
51746,0.0
51747,0.0
51748,0.18853992
51749,0.0
51750,0.0
51751,0.0
51752,0.0
51753,0.0
51754,0.0
51755,0.0
51756,0.0
51757,0.0
51758,0.0
51759,0.10390032
51760,0.0
51761,0.0
51762,0.0
51763,0.0
51764,0.0
51765,0.0
51766,0.0
51767,0.0
51768,0.0
51769,0.0
51770,0.0
51771,0.0
51772,0.0
51773,0.0
51774,0.0
51775,0.0
51776,0.0
51777,0.0
51778,0.0
51779,0.0
51780,0.0
51781,0.0
51782,0.6251024
51783,0.0
51784,0.027447732
51785,0.0
51786,0.0
51787,0.0
51788,0.0
51789,0.0
51790,0.0
51791,0.0
51792,0.0
51793,0.32278806
51794,0.0
51795,0.0
51796,0.0
51797,0.0
51798,0.04977835
51799,0.0
51800,0.0
51801,0.0
51802,1.8919994
51803,0.0
51804,0.0
51805,0.0
51806,0.0
51807,0.5968767
51808,0.0
51809,0.0
51810,0.0
51811,0.6254062
51812,9.127577
51813,0.0
51814,0.0
51815,2.4542267
51816,0.0
51817,0.0
51818,0.0
51819,0.0
51820,0.0
51821,1.2331802
51822,0.0
51823,0.06895446
51824,3.32524
51825,0.0
51826,0.0
51827,0.0
51828,1.8857003
51829,0.15482813
51830,0.0
51831,2.694565
51832,0.0
51833,0.0
51834,0.0
51835,0.0
51836,0.0
51837,2.5048308
51838,0.076668516
51839,0.0
51840,1.39379
51841,0.0
51842,0.0
51843,6.614258
51844,0.0
51845,0.0
51846,0.0
51847,0.0
51848,1.6481746
51849,2.0239096
51850,0.0
51851,0.0
51852,0.0
51853,0.009377318
51854,0.0
51855,0.26167563
51856,0.0
51857,0.0
51858,0.0
51859,0.0
51860,0.0
51861,0.0
51862,0.0
51863,0.0
51864,0.0
51865,0.0
51866,2.7998888
51867,0.0
51868,0.0
51869,0.0
51870,0.0
51871,0.0
51872,0.0
51873,0.0
51874,0.0
51875,0.0
51876,0.0
51877,0.0
51878,0.0
51879,0.0
51880,0.0
51881,0.0
51882,0.0
51883,0.0
51884,0.0
51885,0.0
51886,0.0
51887,0.0
51888,0.0
51889,0.0
51890,0.0
51891,0.0
51892,0.001843754
51893,0.0
51894,0.0
51895,0.50586194
51896,0.089011975
51897,0.0
51898,0.0
51899,0.0
51900,0.0
51901,0.0
51902,0.0
51903,0.0
51904,0.0
51905,0.0
51906,0.0
51907,0.24981622
51908,0.0
51909,0.0
51910,0.2685477
51911,0.0
51912,0.0
51913,2.4213772
51914,0.0
51915,0.0
51916,0.0
51917,0.0
51918,0.0
51919,0.09087044
51920,0.0
51921,0.0
51922,0.0
51923,0.0
51924,0.0
51925,0.0
51926,0.0
51927,0.0
51928,0.0
51929,0.5112171
51930,0.0
51931,0.0
51932,0.0
51933,0.0
51934,0.0
51935,0.0
51936,0.0
51937,0.0
51938,0.0
51939,0.0
51940,0.0
51941,0.0
51942,5.595028
51943,6.0673213
51944,0.9758341
51945,0.06241612
51946,0.0
51947,0.0
51948,0.0
51949,0.0
51950,1.2135965
51951,0.0
51952,0.0
51953,0.0
51954,0.0
51955,0.09484561
51956,0.0
51957,0.0
51958,0.0
51959,0.0
51960,0.0
51961,3.0046356
51962,0.0
51963,0.18915766
51964,0.0
51965,0.0
51966,0.0
51967,0.246532
51968,0.0
51969,0.69337046
51970,0.0
51971,0.0
51972,0.32765615
51973,0.0
51974,0.0
51975,0.08536895
51976,0.0
51977,0.0
51978,0.0
51979,0.0
51980,0.0
51981,0.0
51982,0.0
51983,0.012904194
51984,0.0
51985,3.410815
51986,0.0
51987,2.6079102
51988,0.0
51989,0.0
51990,0.0
51991,0.0
51992,3.2500925
51993,0.0
51994,0.11741642
51995,0.10542226
51996,0.0
51997,0.0
51998,0.0
51999,0.0
52000,0.82336813
52001,0.0
52002,0.0
52003,0.0
52004,0.0
52005,5.64631
52006,0.0
52007,0.0
52008,0.0
52009,0.0
52010,0.0
52011,0.0
52012,0.0
52013,0.0
52014,0.0
52015,0.0
52016,0.38554302
52017,0.0
52018,0.0
52019,0.0
52020,0.0
52021,2.372392
52022,0.025412623
52023,0.0
52024,0.0
52025,0.0
52026,0.0
52027,0.0
52028,0.0
52029,0.0
52030,3.517763
52031,3.1706077e-06
52032,0.0
52033,0.8438712
52034,0.0
52035,0.0
52036,3.8027582
52037,6.934681
52038,0.0
52039,0.0
52040,0.0
52041,0.15191685
52042,0.117240176
52043,0.0
52044,0.0
52045,0.0
52046,0.0
52047,0.12843771
52048,0.14296061
52049,5.205206
52050,0.21376075
52051,0.0357672
52052,0.0
52053,0.0
52054,0.0
52055,0.0
52056,0.0
52057,0.0
52058,0.0
52059,0.0
52060,0.0
52061,0.0
52062,0.0
52063,0.57194567
52064,0.008749692
52065,6.081338
52066,0.0
52067,0.05784258
52068,0.0
52069,0.0
52070,0.0
52071,0.0
52072,0.0
52073,0.0
52074,0.0
52075,0.0
52076,0.0
52077,0.0
52078,0.0
52079,0.0
52080,0.0
52081,0.0
52082,0.0
52083,0.06413949
52084,0.0
52085,0.0
52086,0.0
52087,0.0
52088,0.0
52089,0.0
52090,0.0
52091,0.0
52092,0.0
52093,0.0
52094,0.0
52095,0.0
52096,0.0
52097,0.0
52098,0.0
52099,0.0
52100,0.0
52101,1.0871372
52102,0.0
52103,0.0
52104,0.0
52105,0.0
52106,0.0
52107,0.0
52108,0.0
52109,0.0
52110,0.24891172
52111,0.16449139
52112,0.0
52113,0.0
52114,0.0
52115,11.337489
52116,0.0
52117,0.0
52118,1.7607731
52119,0.0
52120,0.0
52121,0.0
52122,0.0
52123,2.7000506
52124,6.5397944e-06
52125,0.008079696
52126,0.0
52127,0.0
52128,0.0
52129,0.0
52130,0.0
52131,0.0
52132,0.0
52133,0.0
52134,0.0
52135,0.0
52136,0.0
52137,0.0
52138,0.0
52139,0.0
52140,0.0
52141,0.0
52142,0.0
52143,0.0
52144,0.0
52145,0.0
52146,0.0
52147,0.049435005
52148,0.0
52149,0.0
52150,0.0
52151,0.0
52152,0.031572543
52153,0.0
52154,0.0
52155,0.0
52156,0.0
52157,0.0
52158,0.0
52159,0.0
52160,0.0
52161,0.0
52162,0.0
52163,0.0
52164,0.0
52165,0.0
52166,0.0
52167,0.041366972
52168,0.0
52169,0.0
52170,4.40397
52171,0.0
52172,0.119796775
52173,0.0
52174,0.0
52175,0.002278833
52176,5.9416246
52177,0.0
52178,0.0
52179,0.0
52180,0.0
52181,0.0
52182,0.0
52183,0.0
52184,0.0
52185,0.0
52186,0.0
52187,0.68147457
52188,0.0
52189,0.0
52190,2.585792
52191,0.0
52192,0.046776205
52193,0.25522596
52194,0.0
52195,0.0
52196,0.0
52197,0.0
52198,0.0
52199,0.039765246
52200,5.7712264
52201,0.38569808
52202,0.38611525
52203,0.00056666415
52204,0.0
52205,0.0
52206,0.0
52207,0.8875551
52208,0.0
52209,0.0
52210,0.0
52211,0.0
52212,0.0
52213,0.06204351
52214,0.0
52215,0.0
52216,0.36382622
52217,0.36154053
52218,0.0
52219,0.0
52220,0.049746234
52221,0.08960175
52222,0.0
52223,0.0
52224,0.0
52225,0.0
52226,0.0
52227,0.0
52228,0.018530717
52229,0.0
52230,0.0
52231,0.0
52232,0.0
52233,0.0
52234,0.0
