,0
50335,0.0
50336,0.0
50337,0.0
50338,0.19492772
50339,0.0
50340,3.477794
50341,0.013464032
50342,0.0
50343,0.0
50344,0.0
50345,0.0
50346,0.0
50347,1.7585636e-06
50348,0.0
50349,0.0
50350,0.0
50351,0.0
50352,0.0
50353,0.0
50354,0.0
50355,0.0
50356,0.0
50357,0.14602305
50358,0.0
50359,0.0
50360,0.0
50361,0.0
50362,0.0
50363,0.0
50364,0.0
50365,0.5372584
50366,0.0
50367,0.0
50368,0.0
50369,0.0
50370,0.0
50371,0.0
50372,0.0
50373,0.0
50374,0.0
50375,0.0
50376,2.8824875
50377,0.0
50378,0.0
50379,0.0
50380,0.009237543
50381,0.0
50382,0.0
50383,0.0
50384,0.0
50385,0.0
50386,0.0
50387,0.0
50388,0.0
50389,0.0
50390,0.0
50391,0.0
50392,0.7679246
50393,0.0
50394,0.3010205
50395,0.0
50396,0.024273468
50397,0.026065446
50398,0.0
50399,8.803249e-05
50400,0.0
50401,0.0
50402,0.0
50403,0.0
50404,0.0
50405,0.0
50406,1.3478993
50407,0.0
50408,0.0
50409,0.0
50410,0.0
50411,0.0
50412,0.0
50413,0.0
50414,40.540936
50415,0.0
50416,2.6096263
50417,0.0
50418,2.4416065
50419,0.17639296
50420,0.0
50421,1.6700814
50422,0.19172819
50423,0.0
50424,0.0
50425,0.0
50426,0.0
50427,0.0
50428,0.0
50429,0.0
50430,0.0
50431,0.0
50432,0.0
50433,0.0
50434,0.0
50435,0.0
50436,0.0
50437,0.0
50438,0.0
50439,0.0
50440,0.9662029
50441,0.0
50442,0.008359121
50443,0.0
50444,0.0
50445,0.0
50446,2.8868399
50447,0.0
50448,0.044442303
50449,0.0
50450,0.0
50451,0.0
50452,0.0
50453,0.0
50454,0.014697953
50455,0.0
50456,0.0
50457,0.012983745
50458,0.0
50459,0.0
50460,0.0
50461,0.0
50462,0.0
50463,0.0
50464,0.0
50465,0.0
50466,0.0
50467,0.0
50468,0.0
50469,0.0
50470,0.0
50471,0.0
50472,0.0
50473,0.0
50474,0.0
50475,0.04530667
50476,0.0
50477,0.0
50478,0.0
50479,0.0
50480,0.0
50481,0.0
50482,0.0
50483,0.0
50484,0.0
50485,0.0
50486,0.0
50487,0.0
50488,0.0
50489,0.0
50490,0.660829
50491,0.0
50492,0.0
50493,0.0
50494,0.0
50495,0.0
50496,0.0
50497,0.0
50498,0.0
50499,0.0
50500,0.0
50501,0.0
50502,0.0
50503,0.0
50504,0.09731661
50505,0.0
50506,0.78628993
50507,0.0
50508,0.0
50509,0.0
50510,0.0
50511,2.0229287
50512,0.0
50513,0.0
50514,0.17777483
50515,0.027480254
50516,0.0
50517,0.0
50518,1.8169659
50519,0.0
50520,0.0
50521,0.0
50522,0.0
50523,0.29213637
50524,0.0
50525,0.117518775
50526,0.04445526
50527,0.0
50528,0.0
50529,0.0
50530,0.085561804
50531,0.0
50532,0.0
50533,0.0
50534,0.0
50535,0.0
50536,1.048643
50537,0.0
50538,1.1075306
50539,0.0
50540,0.19358122
50541,0.0
50542,0.0
50543,0.0
50544,0.0
50545,0.0
50546,3.4991438
50547,0.14657006
50548,0.0
50549,0.0048476104
50550,0.6441134
50551,0.0
50552,2.1574922
50553,0.0
50554,0.02702993
50555,0.0
50556,0.0
50557,0.07349084
50558,0.0
50559,0.0
50560,0.0
50561,0.0
50562,0.0
50563,0.0
50564,0.0
50565,0.0
50566,0.0
50567,0.0
50568,0.13454226
50569,0.0
50570,0.0
50571,0.89517087
50572,0.0
50573,0.0
50574,0.0
50575,0.0
50576,0.045776445
50577,0.0
50578,0.0
50579,0.0
50580,1.3817883
50581,0.0
50582,0.0
50583,0.0
50584,1.824794
50585,0.974233
50586,0.11109834
50587,0.0
50588,2.575287
50589,0.49903968
50590,2.6377392
50591,0.0
50592,0.0
50593,0.0
50594,0.0
50595,0.0
50596,0.7411048
50597,8.753177e-05
50598,0.0
50599,0.99679065
50600,0.0
50601,0.0
50602,0.0
50603,0.0
50604,0.0
50605,0.0
50606,0.0
50607,0.0
50608,0.0
50609,0.0010076786
50610,3.016148
50611,0.0
50612,0.0
50613,0.0
50614,0.0
50615,0.0
50616,0.0
50617,0.0
50618,0.58320016
50619,0.1314112
50620,0.8786829
50621,0.0
50622,0.0
50623,0.6347003
50624,0.0
50625,0.0
50626,0.0
50627,0.0
50628,0.0
50629,0.0
50630,0.0
50631,0.0
50632,0.010336498
50633,0.0
50634,1.0978378
50635,0.048072748
50636,0.0
50637,0.0
50638,0.0
50639,0.0
50640,0.0
50641,0.0
50642,0.0
50643,0.0
50644,0.0
50645,0.48436296
50646,0.0
50647,0.0
50648,0.0
50649,0.059044953
50650,0.0
50651,0.0
50652,0.0
50653,0.0
50654,0.0
50655,0.39882618
50656,0.0
50657,0.0
50658,0.0
50659,0.0
50660,0.0742228
50661,0.0
50662,0.010285398
50663,0.0
50664,0.42010576
50665,7.3387036
50666,0.0
50667,1.9944237
50668,0.44302467
50669,0.0
50670,3.628743
50671,0.0
50672,0.0
50673,0.0
50674,0.0
50675,0.28927597
50676,0.0
50677,0.6248413
50678,0.0
50679,0.0
50680,0.0
50681,0.0
50682,0.0
50683,0.0
50684,0.0
50685,0.0
50686,0.0
50687,0.0
50688,0.57089293
50689,0.07687162
50690,0.0
50691,5.2237444
50692,0.0
50693,0.0
50694,0.0
50695,0.0
50696,0.0
50697,0.0
50698,0.0
50699,0.0
50700,0.0
50701,0.0
50702,0.2461936
50703,0.0
50704,0.0
50705,0.0
50706,0.1404563
50707,0.0
50708,0.0
50709,0.0
50710,0.0
50711,0.80569017
50712,0.081595615
50713,0.0
50714,2.7854912
50715,0.9080104
50716,4.874536
50717,0.0
50718,0.0
50719,0.0
50720,0.04640111
50721,0.0
50722,0.0
50723,0.0
50724,0.0
50725,0.0
50726,0.0
50727,0.0
50728,0.0
50729,0.0
50730,0.0
50731,0.0
50732,0.0
50733,0.0
50734,0.0
50735,0.0
50736,0.2056894
50737,0.0
50738,0.0
50739,0.0
50740,0.0
50741,0.0
50742,0.54929876
50743,0.0
50744,0.0
50745,0.0
50746,0.0
50747,0.0
50748,1.522385
50749,0.0
50750,0.0
50751,0.0
50752,0.0
50753,0.0
50754,0.0
50755,0.0
50756,0.94310296
50757,0.10925337
50758,0.0
50759,0.0
50760,0.0
50761,0.0
50762,0.0
50763,0.0
50764,0.0
50765,0.0
50766,0.0
50767,0.0
50768,0.0
50769,0.0
50770,0.0
50771,0.0
50772,2.749785
50773,0.0
50774,0.0
50775,0.14518571
50776,0.0
50777,0.0
50778,0.0
50779,0.0
50780,0.0
50781,0.0
50782,0.13352777
50783,0.0
50784,0.0
50785,0.0
50786,0.0
50787,0.0
50788,0.0
50789,0.0
50790,0.0
50791,0.0
50792,0.0
50793,0.0
50794,0.0
50795,0.0
50796,0.0
50797,5.6268463
50798,0.0
50799,0.0
50800,0.0
50801,0.0
50802,0.0
50803,0.0
50804,0.0
50805,1.4215468
50806,0.0
50807,0.0
50808,0.0
50809,3.626632e-05
50810,0.0155767705
50811,0.0
50812,1.0517403
50813,0.0
50814,0.0
50815,0.0
50816,0.0
50817,0.0
50818,0.0
50819,0.0
50820,0.0
50821,0.0
50822,0.0
50823,0.0031710346
50824,0.0
50825,0.0
50826,0.0
50827,0.0
50828,0.0
50829,1.4557767
50830,0.0
50831,0.0
50832,0.0
50833,0.0
50834,0.3460995
50835,0.8724561
50836,1.3477716
50837,0.03744725
50838,1.633455
50839,0.04337857
50840,0.0
50841,0.0
50842,0.0
50843,0.0
50844,0.0
50845,1.8074676
50846,0.0
50847,0.43647572
50848,0.0
50849,0.0
50850,0.0
50851,0.0
50852,0.0
50853,0.0
50854,0.0
50855,0.0
50856,0.0
50857,0.0
50858,0.0
50859,0.29798037
50860,0.0
50861,0.0
50862,0.0
50863,0.0
50864,0.0829616
50865,0.020365875
50866,3.321287
50867,0.0
50868,0.0
50869,0.0
50870,0.0
50871,0.39790848
50872,2.2855573
50873,0.0
50874,0.0
50875,0.0
50876,0.0
50877,0.0
50878,0.0
50879,2.8774076
50880,0.08387056
50881,0.0
50882,0.0
50883,1.0302578
50884,0.004062125
50885,0.0
50886,0.0
50887,1.080817
50888,0.0
50889,0.0
50890,0.0
50891,0.0
50892,0.0
50893,0.26900536
50894,2.6269474
50895,0.0
50896,0.22390662
50897,0.0
50898,0.0
50899,0.0
50900,0.04547601
50901,0.0
50902,0.0
50903,0.0
50904,1.8390085
50905,0.0
50906,0.0
50907,0.0
50908,0.0
50909,0.0
50910,0.0
50911,0.21111603
50912,0.0
50913,0.0
50914,0.0
50915,0.0
50916,0.0
50917,0.0
50918,0.0
50919,0.0
50920,0.0
50921,0.0
50922,0.0
50923,0.0
50924,0.0
50925,3.3228197
50926,0.0
50927,0.0
50928,0.0
50929,0.0
50930,0.0
50931,0.0
50932,0.0
50933,0.0
50934,0.0
50935,0.0
50936,0.0
50937,0.0
50938,0.032117933
50939,0.0
50940,0.0
50941,0.0
50942,0.0
50943,0.0
50944,0.0
50945,0.09001295
50946,0.0
50947,0.0
50948,0.0
50949,0.15039413
50950,0.0023036473
50951,0.18569778
50952,0.044113543
50953,0.0
50954,0.0
50955,0.0
50956,0.0
50957,0.0
50958,0.0
50959,0.0
50960,0.0
50961,0.0
50962,0.0
50963,0.0
50964,0.0
50965,0.0
50966,0.0
50967,0.0
50968,0.0
50969,0.0
50970,0.17673422
50971,0.0
50972,3.664446
50973,0.06874637
50974,0.0
50975,0.0
50976,0.0
50977,0.0
50978,0.0
50979,0.028708095
50980,0.0
50981,0.0
50982,0.0
50983,0.0
50984,0.0
50985,0.0
50986,0.0
50987,0.0
50988,0.0
50989,0.50484455
50990,0.0
50991,0.0
50992,0.0
50993,0.0
50994,0.0
50995,0.0
50996,0.0
50997,0.5050597
50998,0.0
50999,0.0
51000,0.0
51001,0.0
51002,0.0
51003,0.0
51004,0.0
51005,0.0
51006,0.0
51007,0.0
51008,2.640873
51009,3.190388e-05
51010,0.0
51011,0.0
51012,0.01730535
51013,0.0
51014,0.0
51015,0.0
51016,0.0
51017,0.0
51018,0.0
51019,0.0
51020,0.0
51021,0.0
51022,0.0
51023,0.0
51024,0.932799
51025,0.0
51026,0.27829155
51027,0.0
51028,0.019654332
51029,0.108150326
51030,0.0
51031,0.02589629
51032,0.0
51033,0.0055797216
51034,0.0
51035,0.062747695
51036,0.0
51037,0.0
51038,0.89676476
51039,0.0
51040,0.0
51041,0.0
51042,0.0
51043,0.0014678086
51044,0.009664303
51045,0.0
51046,40.76057
51047,0.0
51048,2.2129107
51049,0.0
51050,1.8386452
51051,0.25380412
51052,0.0
51053,1.3337874
51054,0.026393663
51055,0.0
51056,0.0
51057,0.0
51058,0.0
51059,0.0
51060,0.0
51061,0.0
51062,0.0
51063,0.0
51064,0.0
51065,0.0
51066,0.0
51067,0.0
51068,0.0
51069,0.0
51070,0.0
51071,0.0
51072,1.6655128
51073,0.0
51074,0.0
51075,0.0
51076,0.0
51077,0.0
51078,3.2430828
51079,0.0
51080,0.07320192
51081,0.0
51082,0.0
51083,0.0
51084,0.0
51085,0.0
51086,0.013456201
51087,0.0
51088,0.0
51089,0.01632897
51090,0.0
51091,0.0
51092,0.0
51093,0.0
51094,0.0
51095,0.0
51096,0.0
51097,0.0
51098,0.0
51099,0.0
51100,0.0
51101,0.0
51102,0.0
51103,0.0
51104,0.0
51105,0.0
51106,0.0
51107,0.16614187
51108,0.0
51109,0.0
51110,0.0
51111,0.0
51112,0.0
51113,0.0
51114,0.0
51115,0.0
51116,0.0
51117,0.0
51118,0.0
51119,0.0
51120,0.0
51121,0.0
51122,0.9372624
51123,0.0
51124,0.0
51125,0.0
51126,0.0
51127,0.0
51128,0.0
51129,0.0
51130,0.0
51131,0.0
51132,0.0
51133,0.0
51134,0.0
51135,0.0
51136,0.09719077
51137,0.0
51138,0.46014464
51139,0.0
51140,0.0
51141,0.0
51142,0.0
51143,1.6423318
51144,0.0
51145,0.0
51146,0.069473654
51147,0.0067038424
51148,0.0
51149,0.0
51150,1.6856707
51151,0.0
51152,0.0
51153,0.0
51154,0.0
51155,0.44238508
51156,0.0
51157,0.11810081
51158,0.00038513422
51159,0.0
51160,0.0
51161,0.0
51162,0.26965424
51163,0.0
51164,0.0
51165,0.0
51166,0.0
51167,0.0
51168,1.3684682
51169,0.0
51170,1.3073475
51171,0.0
51172,0.4304224
51173,0.0
51174,0.0
51175,0.0
51176,0.0
51177,0.0
51178,3.7350922
51179,0.1007007
51180,0.0
51181,0.0
51182,0.39773995
51183,0.0
51184,1.819977
51185,0.0
51186,0.008724258
51187,0.0
51188,0.0
51189,0.0
51190,0.0
51191,0.0
51192,0.0
51193,0.0
51194,0.0
51195,0.0
51196,0.0
51197,0.0
51198,0.0
51199,0.0
51200,0.083334364
51201,0.0
51202,0.0
51203,0.86448187
51204,0.0
51205,0.0
51206,0.0
51207,0.0
51208,0.06702683
51209,0.0
51210,0.0
51211,0.0
51212,1.7425785
51213,0.0
51214,0.0
51215,0.0
51216,1.4787704
51217,0.7539439
51218,0.03398389
51219,0.0
51220,2.4179728
51221,0.49185124
51222,2.5509284
51223,0.0
51224,0.0
51225,0.0
51226,0.0
51227,0.0
51228,0.6424816
51229,0.0
51230,0.0
51231,0.91178954
51232,0.0
51233,0.0
51234,0.0
51235,0.0
51236,0.0
51237,0.0
51238,0.0
51239,0.0
51240,0.0
51241,0.012641965
51242,3.0592768
51243,0.0
51244,0.0
51245,0.0
51246,0.0
51247,0.0
51248,0.0
51249,0.0
51250,0.34154448
51251,0.16139558
51252,1.0246032
51253,0.0
51254,0.0
51255,0.6009138
51256,0.0
51257,0.0
51258,0.0
51259,0.0
51260,0.0
51261,0.0
51262,0.0
51263,0.0
51264,0.0
51265,0.0
51266,1.110659
51267,0.05586011
51268,0.0
51269,0.0
51270,0.0
51271,0.0
51272,0.0
51273,0.0
51274,0.0
51275,0.0
51276,0.0
51277,0.4129259
51278,0.0
51279,0.0
51280,0.0
51281,0.035934273
51282,0.0
51283,0.0
51284,0.0
51285,0.0
51286,0.0
51287,0.40603232
51288,0.0
51289,0.0
51290,0.0
51291,0.0
51292,0.06963487
51293,0.0
51294,0.004939965
51295,0.0
51296,0.6131664
51297,8.0826845
51298,0.0
51299,1.5714344
51300,0.6993774
51301,0.0
51302,2.515849
51303,0.0
51304,0.0
51305,0.0
51306,0.0
51307,0.085452534
51308,0.0
51309,0.66132516
51310,0.0
51311,0.0
51312,0.0
51313,0.0
51314,0.0
51315,0.0
51316,0.0
51317,0.0
51318,0.0
51319,0.0
51320,0.65658724
51321,0.087010875
51322,0.0
51323,5.0495586
51324,0.0
51325,0.0
51326,0.0
51327,0.0
51328,0.0
51329,0.0
51330,0.0
51331,0.0
51332,0.09368771
51333,0.0
51334,0.22145618
51335,0.0
51336,0.0
51337,0.0
51338,0.32215932
51339,0.0
51340,0.0
51341,0.0
51342,0.0
51343,0.6907106
51344,0.16200306
51345,0.0
51346,3.3799644
51347,0.8144979
51348,4.8921185
51349,0.0
51350,0.0
51351,0.0
51352,0.03753305
51353,0.0
51354,0.0
51355,0.0
51356,0.0
51357,0.0
51358,0.0
51359,0.0
51360,0.0
51361,0.0
51362,0.0
51363,0.0
51364,0.0
51365,0.0
51366,0.0
51367,0.0
51368,0.32980523
51369,0.0
51370,0.0
51371,0.0
51372,0.0
51373,0.0
51374,0.59941936
51375,0.0
51376,0.0
51377,0.0
51378,0.0
51379,0.0
51380,1.5085775
51381,0.0
51382,0.0
51383,0.0
51384,0.0
51385,0.0
51386,0.0
51387,0.0
51388,1.0947626
51389,0.12779517
51390,0.0
51391,0.0
51392,0.0
51393,0.0
51394,0.0
51395,0.0
51396,0.0
51397,0.0
51398,0.0
51399,0.0
51400,0.0
51401,0.0
51402,0.0
51403,0.0
51404,1.9718453
51405,0.0
51406,0.0
51407,0.001123233
51408,0.0
51409,0.0
51410,0.0
51411,0.0
51412,0.0
51413,0.0
51414,0.045847222
51415,0.0
51416,0.0
51417,0.0
51418,0.0
51419,0.0
51420,0.0
51421,0.0
51422,0.0
51423,0.0
51424,0.0
51425,0.0
51426,0.0
51427,0.0
51428,0.0
51429,5.660171
51430,0.0
51431,0.0
51432,0.0
51433,0.0
51434,0.0
51435,0.0
51436,0.0
51437,1.3196667
51438,0.0
51439,0.0
51440,0.0
51441,0.0065182466
51442,0.087064765
51443,0.0
51444,1.030992
51445,0.0
51446,0.0
51447,0.0
51448,0.0
51449,0.0
51450,0.0
51451,0.0
51452,0.0
51453,0.0
51454,0.0
51455,0.015995547
51456,0.0
51457,0.0
51458,0.0
51459,0.0
51460,0.0
51461,1.363812
51462,0.0
51463,0.0
51464,0.0
51465,0.0
51466,0.34454715
51467,0.91702586
51468,1.2391182
51469,0.03538591
51470,1.5336412
51471,0.084868215
51472,0.0
51473,0.0
51474,0.0
51475,0.0
51476,0.0
51477,2.046294
51478,0.0
51479,0.5107099
51480,0.0
51481,0.0
51482,0.0
51483,0.0
51484,0.0
51485,0.0
51486,0.0
51487,0.0
51488,0.0
51489,0.0
51490,0.0
51491,0.23514844
51492,0.00062491326
51493,0.0
51494,0.0
51495,0.0
51496,0.033152677
51497,0.020979384
51498,2.9971924
51499,0.0
51500,0.0
51501,0.0
51502,0.0
51503,0.41743973
51504,2.362812
51505,0.0
51506,0.0
51507,0.0
51508,0.0
51509,0.0
51510,0.0
51511,2.0985973
51512,0.110694066
51513,0.0
51514,0.0
51515,1.0417255
51516,0.0037568917
51517,0.0
51518,0.0
51519,1.4169397
51520,0.0
51521,0.0
51522,0.0
51523,0.0
51524,0.0
51525,0.14720924
51526,1.9176579
51527,0.0
51528,0.26165497
51529,0.0
51530,0.0
51531,0.0
51532,0.03564812
51533,0.0
51534,0.0
51535,0.0
51536,2.036524
51537,0.0
51538,0.0
51539,0.0
51540,0.0
51541,0.0
51542,0.0
51543,0.19957612
51544,0.0
51545,0.0
51546,0.0
51547,0.0
51548,0.0
51549,0.0
51550,0.0
51551,0.0
51552,0.0
51553,0.0
51554,0.0
51555,0.0
51556,0.0
51557,3.2175875
51558,0.0
51559,0.0
51560,0.0
51561,0.0
51562,0.0
51563,0.0
51564,0.0
51565,0.0
51566,0.0
51567,0.0
51568,0.0
51569,0.0
51570,0.010463567
51571,0.0
51572,0.0
51573,0.0
51574,0.0
51575,0.0
51576,0.0
51577,0.16023764
51578,0.0
51579,0.0
51580,0.0
51581,0.010234689
51582,0.002951106
51583,0.2790151
51584,0.00040940565
51585,0.0
51586,0.0
51587,0.0
51588,0.0
51589,0.0
51590,0.0
51591,0.0
51592,0.0
51593,0.0
51594,0.0
51595,0.0
51596,0.0
51597,0.0
51598,0.0
51599,0.0
51600,0.0
51601,0.0
51602,0.28789625
51603,0.0
51604,3.4400187
51605,0.09012264
51606,0.0
51607,0.0
51608,0.0
51609,0.0
51610,0.0
51611,0.0
51612,0.0
51613,0.0
51614,0.0
51615,0.0
51616,0.0
51617,0.0
51618,0.0
51619,0.0
51620,0.0
51621,0.35269755
51622,0.0
51623,0.0
51624,0.0
51625,0.0
51626,0.0
51627,0.0
51628,0.0
51629,0.84183294
51630,0.0
51631,0.0
51632,0.0
51633,0.0
51634,0.0
51635,0.0
51636,0.0
51637,0.0
51638,0.0
51639,0.0
51640,2.8124857
51641,0.0
51642,0.0
51643,0.0
51644,0.01852522
51645,0.0
51646,0.0
51647,0.0
51648,0.0
51649,0.0
51650,0.0
51651,0.0
51652,0.0
51653,0.0
51654,0.0
51655,0.0
51656,1.0829016
51657,0.0
51658,0.27280933
51659,0.0
51660,0.0088139605
51661,0.04767724
51662,0.0
51663,0.011252902
51664,0.0
51665,0.0
51666,0.0
51667,0.00027596173
51668,0.0
51669,0.0
51670,1.2402991
51671,0.0
51672,0.0
51673,0.0
51674,0.0
51675,0.0
51676,0.0
51677,0.0
51678,38.19524
51679,0.0
51680,2.2781847
51681,0.0
51682,2.7771242
51683,0.20575199
51684,0.0
51685,1.438585
51686,0.11491957
51687,0.0
51688,0.0
51689,0.0
51690,0.0
51691,0.0
51692,0.0
51693,0.0
51694,0.0
51695,0.0
51696,0.0
51697,0.0
51698,0.0
51699,0.0
51700,0.0
51701,0.0
51702,0.0
51703,0.0
51704,1.0104398
51705,0.0
51706,0.00092616596
51707,0.0
51708,0.0
51709,0.0
51710,2.9046621
51711,0.0
51712,0.0859134
51713,0.0
51714,0.0
51715,0.0
51716,0.0
51717,0.0
51718,0.039539266
51719,0.0
51720,0.0
51721,0.034917302
51722,0.0
51723,0.0
51724,0.0
51725,0.0
51726,0.0
51727,0.0
51728,0.0
51729,0.0
51730,0.0
51731,0.0
51732,0.0
51733,0.0
51734,0.0
51735,0.0
51736,0.0
51737,0.0
51738,0.0
51739,0.13199535
51740,0.0
51741,0.0
51742,0.0
51743,0.0
51744,0.0
51745,0.0
51746,0.0
51747,0.0
51748,0.0
51749,0.0
51750,0.0
51751,0.0
51752,0.0
51753,0.0
51754,0.68289524
51755,0.0
51756,0.0
51757,0.0
51758,0.0
51759,0.0
51760,0.0
51761,0.0
51762,0.0
51763,0.0
51764,0.0
51765,0.0
51766,0.0
51767,0.0
51768,0.17057148
51769,0.0
51770,0.74725085
51771,0.0
51772,0.0
51773,0.0
51774,0.0
51775,2.0211155
51776,0.0
51777,0.0
51778,0.13184555
51779,0.01602412
51780,0.0
51781,0.0
51782,1.7576835
51783,0.0
51784,0.0
51785,0.0
51786,0.0
51787,0.43038523
51788,0.0
51789,0.13623719
51790,0.012501784
51791,0.0
51792,0.0
51793,0.0
51794,0.099101454
51795,0.0
51796,0.0
51797,0.0
51798,0.0
51799,0.0
51800,1.0433124
51801,0.0
51802,1.185473
51803,0.0
51804,0.34074286
51805,0.0
51806,0.0
51807,0.0
51808,0.0
51809,0.0
51810,3.301445
51811,0.11477345
51812,0.0
51813,0.017402323
51814,0.49994195
51815,0.0
51816,1.9455241
51817,0.0
51818,0.048890505
51819,0.0
51820,0.0
51821,0.0013916518
51822,0.0
51823,0.0
51824,0.0
51825,0.0
51826,0.0
51827,0.0
51828,0.0
51829,0.0
51830,0.0
51831,0.0
51832,0.13458204
51833,0.0
51834,0.0
51835,1.5202366
51836,0.0
51837,0.0
51838,0.0
51839,0.0
51840,0.031046767
51841,0.0
51842,0.0
51843,0.0
51844,1.1930809
51845,0.0
51846,0.0
51847,0.0
51848,1.7628853
51849,1.061137
51850,0.046203513
51851,0.0
51852,2.8961751
51853,0.7382345
51854,2.7977555
51855,0.0
51856,0.0
51857,0.0
51858,0.0
51859,0.0
51860,0.79363704
51861,0.0
51862,0.0
51863,1.0667224
51864,0.0
51865,0.0
51866,0.0
51867,0.0
51868,0.0
51869,0.0
51870,0.0
51871,0.0
51872,0.0
51873,0.012464592
51874,3.2499812
51875,0.0
51876,0.0
51877,0.0
51878,0.0
51879,0.0
51880,0.0
51881,0.0
51882,0.7751117
51883,0.14356057
51884,0.9878447
51885,0.0
51886,0.0
51887,0.7237239
51888,0.0
51889,0.0
51890,0.0
51891,0.0
51892,0.0
51893,0.0
51894,0.0
51895,0.0
51896,0.00017772359
51897,0.0
51898,1.0363634
51899,0.05974183
51900,0.0
51901,0.0
51902,0.0
51903,0.0
51904,0.0
51905,0.0
51906,0.0
51907,0.0
51908,0.0071300976
51909,0.47680956
51910,0.0
51911,0.0
51912,0.0
51913,0.09314086
51914,0.0
51915,0.0
51916,0.0
51917,0.0
51918,0.0
51919,0.43330765
51920,0.0
51921,0.0
51922,0.0
51923,0.0
51924,0.097778015
51925,0.0
51926,0.08414823
51927,0.0
51928,0.5549029
51929,8.466072
51930,0.0
51931,1.6361808
51932,0.49654564
51933,0.0
51934,3.5081437
51935,0.0
51936,0.0
51937,0.0
51938,0.0
51939,0.2842266
51940,0.0
51941,0.6242626
51942,0.0
51943,0.0
51944,0.0
51945,0.0
51946,0.0
51947,0.0
51948,0.0
51949,0.0
51950,0.0
51951,0.0
51952,0.46991122
51953,0.10588824
51954,0.0
51955,5.8087473
51956,0.0
51957,0.0
51958,0.0
51959,0.0
51960,0.0
51961,0.0
51962,0.0
51963,0.0
51964,0.0
51965,0.0
51966,0.2402441
51967,0.0
51968,0.0
51969,0.0
51970,0.18191582
51971,0.0
51972,0.0
51973,0.0
51974,0.0
51975,0.46560758
51976,0.021367786
51977,0.0
51978,2.9766471
51979,0.75261426
51980,4.9462247
51981,0.0
51982,0.0
51983,0.0
51984,0.06228937
51985,0.0
51986,0.0
51987,0.0
51988,0.0
51989,0.0
51990,0.0
51991,0.0
51992,0.0
51993,0.0
51994,0.0
51995,0.0
51996,0.0
51997,0.0
51998,0.0
51999,0.0
52000,0.27218902
52001,0.0
52002,0.0
52003,0.0
52004,0.0
52005,0.0
52006,0.61611366
52007,0.0
52008,0.0
52009,0.0
52010,0.0
52011,0.0
52012,1.521823
52013,0.0
52014,0.0
52015,0.0
52016,0.0
52017,0.0
52018,0.0
52019,0.0
52020,0.5468139
52021,0.1916852
52022,0.0
52023,0.0
52024,0.0
52025,0.0
52026,0.0
52027,0.0
52028,0.0
52029,0.0
52030,0.0
52031,0.0
52032,0.0
52033,0.0
52034,0.0
52035,0.0
52036,2.676797
52037,0.0
52038,0.0
52039,0.1326925
52040,0.0
52041,0.0
52042,0.0
52043,0.0
52044,0.0
52045,0.0
52046,0.1249792
52047,0.0
52048,0.0
52049,0.0
52050,0.0
52051,0.0
52052,0.0
52053,0.0
52054,0.0
52055,0.0
52056,0.0
52057,0.0
52058,0.0
52059,0.0
52060,0.0
52061,5.5909476
52062,0.0
52063,0.0
52064,0.0
52065,0.0
52066,0.0
52067,0.0
52068,0.0
52069,1.6032586
52070,0.0
52071,0.0
52072,0.0
52073,0.0
52074,0.00031403013
52075,0.0
52076,1.0536098
52077,0.0
52078,0.0
52079,0.0
52080,0.0
52081,0.0
52082,0.0
52083,0.0
52084,0.0
52085,0.0
52086,0.0
52087,0.0045020673
52088,0.0
52089,0.0
52090,0.0
52091,0.0
52092,0.0
52093,1.3301097
52094,0.0
52095,0.0
52096,0.0
52097,0.0
52098,0.46154374
52099,0.8524254
52100,1.3337309
52101,0.034239862
52102,1.7585979
52103,0.079860575
52104,0.0
52105,0.0
52106,0.0
52107,0.0
52108,0.0
52109,1.769717
52110,0.0
52111,0.5819524
52112,0.0
52113,0.0
52114,0.0
52115,0.0
52116,0.0
52117,0.0
52118,0.0
52119,0.0
52120,0.0
52121,0.0
52122,0.0
52123,0.33658528
52124,0.0
52125,0.0
52126,0.0
52127,0.0
52128,0.063852236
52129,0.008805511
52130,3.8950198
52131,0.0
52132,0.0
52133,0.0
52134,0.0
52135,0.4339326
52136,2.554549
52137,0.0
52138,0.0
52139,0.0
52140,0.0
52141,0.0
52142,0.0
52143,2.7527657
52144,0.08628354
52145,0.0
52146,0.0
52147,0.9857125
52148,0.0027498866
52149,0.0
52150,0.0
52151,0.7730062
52152,0.0
52153,0.0
52154,0.0
52155,0.0
52156,0.0
52157,0.1702048
52158,2.4637735
52159,0.0
52160,0.21874759
52161,0.0
52162,0.0
52163,0.0
52164,0.03836191
52165,0.0
52166,0.0
52167,0.0
52168,1.9709458
52169,0.0
52170,0.0
52171,0.0
52172,0.0
52173,0.0
52174,0.0
52175,0.12276318
52176,0.0
52177,0.0
52178,0.0
52179,0.0
52180,0.0
52181,0.0
52182,0.0
52183,0.0
52184,0.0
52185,0.0
52186,0.0
52187,0.0
52188,0.0
52189,3.4409955
52190,0.0
52191,0.0
52192,0.0
52193,0.0
52194,0.0
52195,0.0
52196,0.0
52197,0.0
52198,0.0
52199,0.0
52200,0.0
52201,0.0
52202,0.0025216583
52203,0.0
52204,0.0
52205,0.0
52206,0.0
52207,0.0
52208,0.0
52209,0.02448413
52210,0.0
52211,0.0
52212,0.0
52213,0.041819427
52214,0.0026909036
