,0
50428,0.0
50429,0.28205782
50430,0.0
50431,0.0
50432,4.2790866
50433,0.0
50434,0.0
50435,0.0
50436,0.0
50437,0.0
50438,9.78166
50439,0.5971158
50440,0.0
50441,0.0
50442,0.0
50443,0.0
50444,0.27640107
50445,0.12733509
50446,0.0
50447,0.0
50448,0.0
50449,0.17245011
50450,0.0
50451,0.0
50452,0.0
50453,0.0
50454,0.0
50455,0.0
50456,0.43119073
50457,0.0
50458,0.3541685
50459,0.0
50460,0.0
50461,0.0
50462,0.0
50463,0.0
50464,0.0
50465,0.0
50466,0.0
50467,0.0
50468,0.0
50469,6.0989856e-05
50470,0.00057670503
50471,0.0
50472,0.0
50473,0.0
50474,0.005964208
50475,0.03427934
50476,0.0
50477,0.0
50478,0.0
50479,0.0033290815
50480,0.9904936
50481,0.0
50482,0.28272998
50483,0.0
50484,0.0
50485,0.0
50486,0.0
50487,0.0
50488,0.0
50489,0.0
50490,0.0
50491,0.9385511
50492,0.0
50493,0.0
50494,0.0
50495,0.0
50496,0.8378602
50497,0.041274272
50498,0.04292212
50499,0.0
50500,0.0
50501,0.0
50502,0.0
50503,0.0
50504,0.0
50505,0.0
50506,0.0
50507,0.0
50508,0.0
50509,0.0
50510,0.0
50511,0.0
50512,0.0
50513,0.0
50514,0.0
50515,0.0
50516,0.0
50517,0.0
50518,0.0
50519,0.0
50520,0.0
50521,0.0
50522,0.0
50523,0.0
50524,0.023706716
50525,3.9505043
50526,0.0
50527,0.0
50528,0.0
50529,0.0
50530,0.0
50531,0.0
50532,2.4198086
50533,0.0
50534,0.0
50535,0.0
50536,0.0
50537,0.0
50538,0.0
50539,0.0
50540,0.0
50541,0.0
50542,0.0
50543,0.0
50544,0.0
50545,0.0
50546,0.0
50547,0.0
50548,0.0
50549,0.0030740662
50550,0.0
50551,0.0
50552,0.23289776
50553,0.0
50554,0.0
50555,0.0
50556,0.0
50557,0.0
50558,0.0
50559,0.0
50560,0.0
50561,0.0
50562,0.0
50563,0.0
50564,0.0
50565,1.1638255
50566,0.0
50567,0.0
50568,0.0
50569,0.0
50570,0.0
50571,0.03635109
50572,0.0069445437
50573,0.95651716
50574,1.3629645
50575,0.0
50576,0.0
50577,0.0
50578,0.0
50579,0.0
50580,0.0
50581,0.0
50582,0.0
50583,0.0
50584,0.0
50585,0.03972152
50586,0.0
50587,0.0
50588,0.0
50589,0.0047435723
50590,1.0244831
50591,0.0
50592,0.0
50593,0.0
50594,0.0
50595,0.0
50596,0.0
50597,0.0
50598,0.0
50599,0.4737569
50600,0.0
50601,0.0
50602,0.0
50603,0.0
50604,0.0
50605,0.0
50606,0.0
50607,0.0
50608,0.0
50609,0.0
50610,0.08353801
50611,0.0
50612,1.047052
50613,0.0
50614,0.0
50615,0.0
50616,0.0
50617,0.0
50618,0.0
50619,0.0
50620,0.0
50621,0.15745397
50622,0.0
50623,0.16693953
50624,0.0
50625,0.22293165
50626,0.13333118
50627,0.41565165
50628,0.0
50629,0.81482625
50630,0.32625872
50631,0.0
50632,0.0
50633,0.0
50634,0.0
50635,0.0
50636,0.0
50637,0.0
50638,0.0
50639,0.0
50640,0.0
50641,0.0
50642,0.0
50643,0.0
50644,0.36441317
50645,0.0
50646,0.0
50647,0.0
50648,0.0
50649,0.016855435
50650,0.0
50651,0.0
50652,0.0
50653,0.0
50654,0.11375273
50655,1.1042902
50656,0.029101826
50657,0.5557579
50658,0.0
50659,0.0
50660,0.0
50661,0.00010893081
50662,0.11797353
50663,0.0
50664,0.0
50665,0.0
50666,0.0
50667,1.6241684
50668,2.5756452
50669,2.669005
50670,1.7521245
50671,0.0
50672,0.0
50673,7.6353784
50674,6.2524505
50675,0.0
50676,0.0
50677,0.0
50678,0.0
50679,0.0
50680,0.0
50681,0.0
50682,3.5253417
50683,0.0
50684,0.0
50685,0.0
50686,0.0
50687,0.30419704
50688,1.5316864
50689,0.0
50690,0.0
50691,0.069303036
50692,0.0
50693,0.0
50694,0.0
50695,0.0
50696,0.0
50697,0.0
50698,0.0
50699,0.0
50700,0.0
50701,0.47741586
50702,0.0
50703,0.025682827
50704,0.0052492362
50705,0.050580565
50706,0.0
50707,0.0
50708,0.776528
50709,0.029339967
50710,0.0
50711,0.0
50712,0.43074375
50713,0.0
50714,0.0
50715,0.0
50716,0.0
50717,0.0
50718,0.0
50719,0.0
50720,0.0
50721,0.0
50722,0.0
50723,0.0
50724,0.0
50725,0.0
50726,0.0
50727,0.010304385
50728,0.0
50729,0.0
50730,0.0
50731,0.0
50732,0.0
50733,0.015534318
50734,0.0
50735,0.0
50736,1.325045
50737,0.0
50738,0.024963262
50739,0.0
50740,0.0
50741,0.7323634
50742,0.0
50743,0.0
50744,0.0
50745,0.0
50746,0.048326116
50747,0.12416313
50748,0.0
50749,0.0
50750,0.0
50751,0.0
50752,0.0
50753,0.0
50754,0.0
50755,0.0
50756,0.0
50757,0.0
50758,0.64452344
50759,0.0
50760,0.0
50761,0.0
50762,0.003799814
50763,0.0
50764,0.0
50765,0.0
50766,0.0
50767,0.0
50768,0.0
50769,0.0
50770,0.0
50771,0.0
50772,0.0
50773,0.09479743
50774,0.0
50775,0.003869813
50776,0.0
50777,0.0
50778,0.0
50779,0.0
50780,0.0
50781,0.0
50782,0.0
50783,0.46000868
50784,0.0
50785,0.0
50786,0.0
50787,0.0
50788,0.0
50789,0.0
50790,0.0
50791,0.0
50792,0.0
50793,0.0
50794,0.0
50795,1.0330436
50796,0.0
50797,0.0
50798,0.0
50799,0.0
50800,0.0
50801,0.0
50802,0.0
50803,0.0
50804,0.0
50805,0.0
50806,0.0
50807,0.0
50808,0.0
50809,0.0
50810,0.021146629
50811,0.0
50812,0.0
50813,0.027344253
50814,0.0
50815,0.0
50816,0.7218003
50817,0.0
50818,0.0
50819,0.0
50820,0.0
50821,0.0
50822,0.0
50823,0.0
50824,0.008841419
50825,0.0
50826,4.0223646
50827,2.3303223
50828,0.0
50829,0.0
50830,0.0
50831,0.0
50832,0.0
50833,0.0
50834,0.0
50835,0.0
50836,0.0
50837,0.0
50838,0.0
50839,0.0
50840,0.0
50841,10.394945
50842,0.60504603
50843,0.0
50844,0.0
50845,0.34344372
50846,0.0
50847,0.0
50848,0.0
50849,0.0
50850,0.0
50851,0.621707
50852,0.04696976
50853,0.0
50854,0.0
50855,0.0
50856,0.0
50857,0.0
50858,0.0
50859,0.0
50860,1.7158109
50861,0.0
50862,0.7658527
50863,0.0
50864,0.0
50865,1.2207494
50866,0.0
50867,0.0
50868,0.0
50869,1.7251728
50870,0.0
50871,0.0
50872,0.049457967
50873,0.0
50874,0.0
50875,0.0
50876,0.0
50877,0.0
50878,0.0
50879,0.0
50880,0.0
50881,0.0
50882,0.056003302
50883,0.0
50884,0.0
50885,0.0
50886,0.0
50887,6.112653
50888,0.098487675
50889,0.0
50890,0.0
50891,0.0
50892,0.0
50893,0.5380545
50894,0.0
50895,0.006274536
50896,0.0
50897,0.0
50898,0.0
50899,0.0
50900,0.0
50901,0.0
50902,0.0
50903,0.0
50904,0.0
50905,0.0
50906,0.0
50907,0.0
50908,0.0
50909,0.0
50910,0.0
50911,0.0
50912,0.0
50913,0.0
50914,0.0
50915,0.0
50916,0.0
50917,0.0
50918,0.0
50919,0.0
50920,0.0
50921,0.0
50922,0.0
50923,0.0
50924,0.0
50925,0.0
50926,2.8920984
50927,0.0
50928,0.10760867
50929,0.0
50930,0.0
50931,0.0
50932,0.0
50933,0.0
50934,0.0
50935,0.0
50936,0.0
50937,0.0
50938,0.0
50939,0.0
50940,0.0
50941,0.0
50942,0.2959791
50943,0.0
50944,0.0
50945,1.6203995
50946,0.0
50947,0.0
50948,0.0
50949,0.0
50950,0.0
50951,0.0
50952,0.0
50953,0.16438825
50954,1.127295
50955,0.09963906
50956,0.0
50957,0.0
50958,0.0
50959,6.389013
50960,0.0
50961,0.0
50962,1.844375
50963,0.0
50964,0.0
50965,1.9434863
50966,0.0
50967,0.0
50968,0.0
50969,0.3002554
50970,0.76952213
50971,0.0
50972,2.4414752
50973,0.0
50974,0.0
50975,0.0
50976,0.0
50977,0.0
50978,0.0
50979,0.0
50980,0.0
50981,0.0
50982,0.0
50983,0.10861087
50984,0.08067892
50985,0.0
50986,0.0
50987,0.0
50988,0.0
50989,0.42508525
50990,0.31764647
50991,0.0
50992,0.0
50993,0.0
50994,0.0
50995,0.0
50996,0.0
50997,0.0
50998,0.0
50999,0.0
51000,0.04367782
51001,0.09769039
51002,0.0
51003,0.0
51004,0.0
51005,0.0
51006,0.0
51007,0.0
51008,0.21771777
51009,0.0
51010,0.0
51011,0.0
51012,0.0
51013,0.0
51014,0.0
51015,0.0
51016,6.192439
51017,0.0
51018,2.4790058
51019,0.53033924
51020,0.0
51021,0.0
51022,0.0
51023,0.0
51024,0.0
51025,0.95293796
51026,0.0
51027,0.0
51028,0.0
51029,0.0
51030,0.0
51031,0.027493907
51032,0.0
51033,0.0
51034,0.0
51035,0.018097924
51036,0.0
51037,0.014322722
51038,0.0
51039,0.0
51040,0.0
51041,0.0
51042,0.0
51043,0.0
51044,0.15256438
51045,5.2783895
51046,4.539499
51047,0.0
51048,0.0
51049,0.0
51050,0.0
51051,0.3236685
51052,0.0
51053,0.0
51054,4.4138107
51055,0.0
51056,0.0
51057,0.0
51058,0.0
51059,0.0
51060,10.404209
51061,0.5164161
51062,0.0
51063,0.0
51064,0.0
51065,0.0
51066,0.35401633
51067,0.23056431
51068,0.0
51069,0.0
51070,0.0
51071,0.15128033
51072,0.0
51073,0.0
51074,0.0
51075,0.0
51076,0.0
51077,0.0
51078,0.3684509
51079,0.0
51080,0.29311842
51081,0.0
51082,0.0
51083,0.0
51084,0.0
51085,0.0
51086,0.0
51087,0.0
51088,0.0
51089,0.0
51090,0.0
51091,0.008799168
51092,0.0021689134
51093,0.0
51094,0.0
51095,0.0
51096,0.04398763
51097,0.02078731
51098,0.0
51099,0.0
51100,0.0
51101,0.028357228
51102,1.1287042
51103,0.0
51104,0.23031108
51105,0.0
51106,0.0
51107,0.0
51108,0.0
51109,0.0
51110,0.0
51111,0.0
51112,0.0
51113,1.1420581
51114,0.0
51115,0.0
51116,0.0
51117,0.0
51118,0.8606918
51119,0.021323623
51120,0.10217222
51121,0.0
51122,0.0
51123,0.0
51124,0.0
51125,0.0
51126,0.0
51127,0.0
51128,0.0
51129,0.0
51130,0.0
51131,0.0
51132,0.0
51133,0.0
51134,0.0
51135,0.0
51136,0.0
51137,0.0
51138,0.0
51139,0.0
51140,0.0
51141,0.0
51142,0.0
51143,0.0
51144,0.0
51145,0.0
51146,0.024630992
51147,3.711498
51148,0.0
51149,0.0
51150,0.0
51151,0.0
51152,0.0
51153,0.0
51154,2.6418767
51155,0.0
51156,0.0
51157,0.0
51158,0.0
51159,0.0
51160,0.0
51161,0.0
51162,0.0
51163,0.0
51164,0.0
51165,0.0
51166,0.0
51167,0.0
51168,0.0
51169,0.0
51170,0.0
51171,0.024995554
51172,0.0
51173,0.0
51174,0.24690823
51175,0.0
51176,0.0
51177,0.0
51178,0.0
51179,0.0
51180,0.0
51181,0.0
51182,0.0
51183,0.0
51184,0.0
51185,0.0
51186,0.0
51187,1.4451755
51188,0.0
51189,0.0
51190,0.0
51191,0.0
51192,0.0
51193,0.028340567
51194,0.009700658
51195,0.82341254
51196,1.4251248
51197,0.0
51198,0.0
51199,0.002675089
51200,0.0
51201,0.0
51202,0.0
51203,0.0
51204,0.0
51205,0.0
51206,0.0
51207,0.03289099
51208,0.0
51209,0.0
51210,0.0
51211,0.0004955951
51212,1.2090878
51213,0.0
51214,0.0
51215,0.0
51216,0.0
51217,0.0
51218,0.0
51219,0.0
51220,0.0
51221,0.65663004
51222,0.0
51223,0.0
51224,0.0
51225,0.0
51226,0.0
51227,0.0
51228,0.0
51229,0.0
51230,0.0
51231,0.0
51232,0.11105019
51233,0.0
51234,1.0652103
51235,0.0
51236,0.0
51237,0.0
51238,0.0
51239,0.0
51240,0.0
51241,0.0
51242,0.0
51243,0.2136496
51244,0.0
51245,0.2716821
51246,0.0
51247,0.2365215
51248,0.12623736
51249,0.43475088
51250,0.0
51251,0.82327074
51252,0.41828564
51253,0.0
51254,0.0
51255,0.0
51256,0.0
51257,0.0
51258,0.0
51259,0.0
51260,0.0
51261,0.0
51262,0.0
51263,0.0
51264,0.0
51265,9.144681e-05
51266,0.53015655
51267,0.0
51268,0.0
51269,0.0
51270,0.0
51271,0.027785672
51272,0.0
51273,0.0
51274,0.0
51275,0.0
51276,0.08640883
51277,1.0575151
51278,0.07437507
51279,0.6468347
51280,0.0
51281,0.0
51282,0.0
51283,0.0
51284,0.14632945
51285,0.0
51286,0.0
51287,0.0
51288,0.0
51289,1.3930068
51290,2.3647275
51291,2.768886
51292,1.9840388
51293,0.0
51294,0.0
51295,7.6593437
51296,6.0069156
51297,0.0
51298,0.0
51299,0.0
51300,0.0
51301,0.0
51302,0.0
51303,0.0
51304,3.2805142
51305,0.0
51306,0.0
51307,0.0
51308,0.0
51309,0.35027048
51310,1.6749314
51311,0.0
51312,0.0
51313,0.0795702
51314,0.0
51315,0.0
51316,0.0
51317,0.0
51318,0.0
51319,0.0
51320,0.0
51321,0.0
51322,0.0
51323,0.3341999
51324,0.00361602
51325,0.0324767
51326,0.018782057
51327,0.067139074
51328,0.0
51329,0.0
51330,0.738343
51331,0.038020227
51332,0.0
51333,0.0
51334,0.51878256
51335,0.0
51336,0.0
51337,0.0
51338,0.0
51339,0.0
51340,0.0
51341,0.0
51342,0.0
51343,0.0
51344,0.0
51345,0.0
51346,0.0
51347,0.0
51348,0.0
51349,0.050396085
51350,0.0
51351,0.0
51352,0.0
51353,0.0
51354,0.0
51355,0.035350583
51356,0.0
51357,0.0
51358,1.1597961
51359,0.0
51360,0.0010347526
51361,0.0
51362,0.0
51363,0.87407213
51364,0.0
51365,0.0
51366,0.0
51367,0.0
51368,0.07485884
51369,0.14555122
51370,0.0
51371,0.0
51372,0.0
51373,0.0
51374,0.0
51375,0.0
51376,0.0
51377,0.0
51378,0.0
51379,0.0
51380,0.49563885
51381,0.0
51382,0.0
51383,0.0
51384,0.024310859
51385,0.0
51386,0.0
51387,0.0
51388,0.0
51389,0.0
51390,0.0
51391,0.0
51392,0.0
51393,0.0
51394,0.0
51395,0.097944565
51396,0.0
51397,0.07047066
51398,0.0
51399,0.0
51400,0.0
51401,0.0
51402,0.0
51403,0.0
51404,0.0
51405,0.43440598
51406,0.0
51407,0.0
51408,0.0
51409,0.0
51410,0.0
51411,0.0
51412,0.0
51413,0.0
51414,0.0
51415,0.0
51416,0.0
51417,0.86211014
51418,0.0
51419,0.0
51420,0.0
51421,0.0
51422,0.0
51423,0.0
51424,0.0
51425,0.0
51426,0.0
51427,0.0
51428,0.0
51429,0.0
51430,0.0
51431,0.0
51432,0.0757771
51433,0.0
51434,0.0
51435,0.026636165
51436,0.0
51437,0.0
51438,0.73416865
51439,0.0
51440,0.0
51441,0.0
51442,0.0
51443,0.0
51444,0.0
51445,0.0
51446,0.039953124
51447,0.0
51448,3.5682917
51449,1.7869382
51450,0.0
51451,0.0
51452,0.0
51453,0.0
51454,0.0
51455,0.0
51456,0.0
51457,0.0
51458,0.0
51459,0.0
51460,0.0
51461,0.0
51462,0.0
51463,10.643931
51464,0.6293949
51465,0.0
51466,0.0
51467,0.29380772
51468,0.0
51469,0.0
51470,0.0
51471,0.0
51472,0.0
51473,0.63596934
51474,0.08347733
51475,0.0
51476,0.0
51477,0.0
51478,0.0
51479,0.0
51480,0.0
51481,0.0
51482,1.6629143
51483,0.0
51484,0.95536894
51485,0.0
51486,0.0
51487,1.3104168
51488,0.0
51489,0.0
51490,0.0
51491,1.8343618
51492,0.0
51493,0.0
51494,0.029647503
51495,0.0
51496,0.0
51497,0.0
51498,0.0
51499,0.0
51500,0.0
51501,0.0
51502,0.0
51503,0.0
51504,0.06980471
51505,0.0
51506,0.0
51507,0.0
51508,0.0
51509,6.2506337
51510,0.11985966
51511,0.0
51512,0.0
51513,0.0
51514,0.0
51515,0.47539994
51516,0.0
51517,0.07101093
51518,0.0
51519,0.0
51520,0.0
51521,0.0
51522,0.0
51523,0.0
51524,0.0
51525,0.0
51526,0.0
51527,0.0
51528,0.0
51529,0.0
51530,0.0
51531,0.0
51532,0.0
51533,0.0
51534,0.0
51535,0.0
51536,0.0
51537,0.0
51538,0.0
51539,0.0
51540,0.0
51541,0.0
51542,0.0
51543,0.0
51544,0.0
51545,0.0
51546,0.0
51547,0.0
51548,2.8137705
51549,0.0
51550,0.17343096
51551,0.0
51552,0.0
51553,0.0
51554,0.0
51555,0.0
51556,0.0
51557,0.0
51558,0.0
51559,0.0
51560,0.0
51561,0.0
51562,0.0
51563,0.0
51564,0.25310215
51565,0.0
51566,0.0
51567,1.6460543
51568,0.0
51569,0.0
51570,0.0
51571,0.0
51572,0.0
51573,0.0
51574,0.0
51575,0.19475931
51576,0.8676931
51577,0.087637715
51578,0.0
51579,0.0
51580,0.0
51581,6.0616417
51582,0.0
51583,0.0
51584,1.8863935
51585,0.0
51586,0.0
51587,1.8107996
51588,0.0
51589,0.0
51590,0.0
51591,0.355967
51592,0.65119135
51593,0.0
51594,2.6504583
51595,0.0
51596,0.0
51597,0.0
51598,0.0
51599,0.0
51600,0.0
51601,0.0
51602,0.0
51603,0.0
51604,0.0
51605,0.11514136
51606,0.066000186
51607,0.0
51608,0.0
51609,0.0
51610,0.0
51611,0.43882394
51612,0.24105935
51613,0.0
51614,0.0
51615,0.0
51616,0.0
51617,0.0
51618,0.0
51619,0.0
51620,0.0
51621,0.0
51622,0.064061746
51623,0.033794064
51624,0.0
51625,0.0
51626,0.0
51627,0.0
51628,0.0
51629,0.0
51630,0.21183053
51631,0.0
51632,0.0
51633,0.0
51634,0.0
51635,0.0
51636,0.0
51637,0.0
51638,5.88635
51639,0.0
51640,2.650742
51641,0.50686544
51642,0.0
51643,0.0
51644,0.0
51645,0.0
51646,0.0
51647,0.9570135
51648,0.0
51649,0.0
51650,0.0
51651,0.0
51652,0.0
51653,0.02313726
51654,0.0
51655,0.0
51656,0.0
51657,0.05133444
51658,0.0
51659,0.030001083
51660,0.0
51661,0.0
51662,0.0
51663,0.0
51664,0.0
51665,0.0
51666,0.10456288
51667,5.7093673
51668,5.0402145
51669,0.0
51670,0.0
51671,0.0
51672,0.0
51673,0.28987718
51674,0.0
51675,0.0
51676,3.9231274
51677,0.0
51678,0.0
51679,0.0
51680,0.0
51681,0.0
51682,10.025844
51683,0.6342076
51684,0.0
51685,0.0
51686,0.0
51687,0.0
51688,0.27935073
51689,0.16128375
51690,0.0
51691,0.0
51692,0.0
51693,0.17621043
51694,0.0
51695,0.0
51696,0.0
51697,0.0
51698,0.0
51699,0.0
51700,0.41340974
51701,0.0
51702,0.3466345
51703,0.0
51704,0.0
51705,0.0
51706,0.0
51707,0.0
51708,0.0
51709,0.0
51710,0.0
51711,0.0
51712,0.0
51713,0.0018240085
51714,0.0018529082
51715,0.0
51716,0.0
51717,0.0
51718,0.0071793445
51719,0.03859724
51720,0.0
51721,0.0
51722,0.0
51723,0.0057769543
51724,1.0110036
51725,0.0
51726,0.26567686
51727,0.0
51728,0.0
51729,0.0
51730,0.0
51731,0.0
51732,0.0
51733,0.0
51734,0.0
51735,1.0240899
51736,0.0
51737,0.0
51738,0.0
51739,0.0
51740,0.8337145
51741,0.027776938
51742,0.08645755
51743,0.0
51744,0.0
51745,0.0
51746,0.0
51747,0.0
51748,0.0
51749,0.0
51750,0.0
51751,0.0
51752,0.0
51753,0.0
51754,0.0
51755,0.0
51756,0.0
51757,0.0
51758,0.0
51759,0.0
51760,0.0
51761,0.0
51762,0.0
51763,0.0
51764,0.0
51765,0.0
51766,0.0
51767,0.0
51768,0.035663206
51769,3.894968
51770,0.0
51771,0.0
51772,0.0
51773,0.0
51774,0.0
51775,0.0
51776,2.5327232
51777,0.0
51778,0.0
51779,0.0
51780,0.0
51781,0.0
51782,0.0
51783,0.0
51784,0.0
51785,0.0
51786,0.0
51787,0.0
51788,0.0
51789,0.0
51790,0.0
51791,0.0
51792,0.0
51793,0.01816262
51794,0.0
51795,0.0
51796,0.22074175
51797,0.0
51798,0.0
51799,0.0
51800,0.0
51801,0.0
51802,0.0
51803,0.0
51804,0.0
51805,0.0
51806,0.0
51807,0.0
51808,0.0
51809,1.2681416
51810,0.0
51811,0.0
51812,0.0
51813,0.0
51814,0.0
51815,0.03158159
51816,0.012711191
51817,0.94087535
51818,1.4192356
51819,0.0
51820,0.0
51821,0.0
51822,0.0
51823,0.0
51824,0.0
51825,0.0
51826,0.0
51827,0.0
51828,0.0
51829,0.053606924
51830,0.0
51831,0.0
51832,0.0
51833,0.0023334145
51834,1.1972976
51835,0.0
51836,0.0
51837,0.0
51838,0.0
51839,0.0
51840,0.0
51841,0.0
51842,0.0
51843,0.5464246
51844,0.0
51845,0.0
51846,0.0
51847,0.0
51848,0.0
51849,0.0
51850,0.0
51851,0.0
51852,0.0
51853,0.00038921944
51854,0.12717655
51855,0.0
51856,0.9473975
51857,0.0
51858,0.0
51859,0.0
51860,0.0
51861,0.0
51862,0.0
51863,0.0
51864,0.0
51865,0.20567861
51866,0.0
51867,0.21507277
51868,0.0
51869,0.24734588
51870,0.13591827
51871,0.41945496
51872,0.0
51873,0.8438901
51874,0.38366804
51875,0.0
51876,0.0
51877,0.0
51878,0.0
51879,0.0
51880,0.0
51881,0.0
51882,0.0
51883,0.0
51884,0.0
51885,0.0
51886,0.0
51887,0.0
51888,0.43869886
51889,0.0
51890,0.0
51891,0.0
51892,0.0
51893,0.017035492
51894,0.0
51895,0.0
51896,0.0
51897,0.0
51898,0.13333902
51899,1.0845163
51900,0.04759416
51901,0.5920993
51902,0.0
51903,0.0
51904,0.0
51905,0.0
51906,0.13901532
51907,0.0
51908,0.0
51909,0.0
51910,0.0
51911,1.5415108
51912,2.556779
51913,2.738327
51914,1.8058759
51915,0.0
51916,0.0
51917,7.6233754
51918,6.1710663
51919,0.0
51920,0.0
51921,0.0
51922,0.0
51923,0.0
51924,0.0
51925,0.0
51926,3.4456623
51927,0.0
51928,0.0
51929,0.0
51930,0.0
51931,0.3653984
51932,1.607175
51933,0.0
51934,0.0
51935,0.09454953
51936,0.0
51937,0.0
51938,0.0
51939,0.0
51940,0.0
51941,0.0
51942,0.0
51943,0.0
51944,0.0
51945,0.4432517
51946,2.008063e-06
51947,0.031684093
51948,0.0048391507
51949,0.058693726
51950,0.0
51951,0.0
51952,0.8242529
51953,0.03970509
51954,0.0
51955,0.0
51956,0.50183356
51957,0.0
51958,0.0
51959,0.0
51960,0.0
51961,0.0
51962,0.0
51963,0.0
51964,0.0
51965,0.0
51966,0.0
51967,0.0
51968,0.0
51969,0.0
51970,0.0
51971,0.030614762
51972,0.0
51973,0.0
51974,0.0
51975,0.0
51976,0.0
51977,0.022720482
51978,0.0
51979,0.0
51980,1.3076177
51981,0.0
51982,0.019498061
51983,0.0
51984,0.0
51985,0.7683952
51986,0.0
51987,0.0
51988,0.0
51989,0.0
51990,0.06263491
51991,0.16885155
51992,0.0
51993,0.0
51994,0.0
51995,0.0
51996,0.0
51997,0.0
51998,0.0
51999,0.0
52000,0.0
52001,0.0
52002,0.5498088
52003,0.0
52004,0.0
52005,0.0
52006,0.032714963
52007,0.0
52008,0.0
52009,0.0
52010,0.0
52011,0.0
52012,0.0
52013,0.0
52014,0.0
52015,0.0
52016,0.0
52017,0.12871464
52018,0.0
52019,0.0059808064
52020,0.0
52021,0.0
52022,0.0
52023,0.0
52024,0.0
52025,0.0
52026,0.0
52027,0.35369912
52028,0.0
52029,0.0
52030,0.0
52031,0.0
52032,0.0
52033,0.0
52034,0.0
52035,0.0
52036,0.0
52037,0.0
52038,0.0
52039,1.0766168
52040,0.0
52041,0.0
52042,0.0
52043,0.0
52044,0.0
52045,0.0
52046,0.0
52047,0.0
52048,0.0
52049,0.0
52050,0.0
52051,0.0
52052,0.0
52053,0.0
52054,0.040208895
52055,0.0
52056,0.0
52057,0.03208115
52058,0.0
52059,0.0
52060,0.6450678
52061,0.0
52062,0.0
52063,0.0
52064,0.0
52065,0.0
52066,0.0
52067,0.0
52068,0.013886905
52069,0.0
52070,3.9681299
52071,2.1913404
52072,0.0
52073,0.0
52074,0.0
52075,0.0
52076,0.0
52077,0.0
52078,0.0
52079,0.0
52080,0.0
52081,0.0
52082,0.0
52083,0.0
52084,0.0
52085,10.249543
52086,0.58743674
52087,0.0
52088,0.0
52089,0.3158494
52090,0.0
52091,0.0
52092,0.0
52093,0.0
52094,0.0
52095,0.63223326
52096,0.095752314
52097,0.0
52098,0.0
52099,0.0
52100,0.0
52101,0.0
52102,0.0
52103,0.0
52104,2.003449
52105,0.0
52106,0.9587476
52107,0.0
52108,0.0
52109,1.3134867
52110,0.0
52111,0.0
52112,0.0
52113,1.7923995
52114,0.0
52115,0.0
52116,0.12536153
52117,0.0
52118,0.0
52119,0.0
52120,0.0
52121,0.0
52122,0.0
52123,0.0
52124,0.0
52125,0.0
52126,0.07598371
52127,0.0
52128,0.0
52129,0.0
52130,0.0
52131,6.8653054
52132,0.11905997
52133,0.0
52134,0.0
52135,0.0
52136,0.0
52137,0.67782384
52138,0.0
52139,0.032383163
52140,0.0
52141,0.0
52142,0.0
52143,0.0
52144,0.0
52145,0.0
52146,0.0
52147,0.0
52148,0.0
52149,0.0
52150,0.0
52151,0.0
52152,0.0
52153,0.0
52154,0.0
52155,0.0
52156,0.0
52157,0.0
52158,0.0
52159,0.0
52160,0.0
52161,0.0
52162,0.0
52163,0.0
52164,0.0
52165,0.0
52166,0.0
52167,0.0
52168,0.0
52169,0.0
52170,2.7710528
52171,0.0
52172,0.14318922
52173,0.0
52174,0.0
52175,0.0
52176,0.0
52177,0.0
52178,0.0
52179,0.0
52180,0.0
52181,0.0
52182,0.0
52183,0.0
52184,0.0
52185,0.0
52186,0.21116607
52187,0.0
52188,0.0008004229
52189,1.9608123
52190,0.0
52191,0.0
52192,0.0
52193,0.0
52194,0.0
52195,0.0
52196,0.0
52197,0.1983996
52198,1.0891107
52199,0.0917398
52200,0.0
52201,0.0
52202,0.0
52203,6.082087
52204,0.0
52205,0.0
52206,2.0249405
52207,0.0
52208,0.0
52209,1.9492341
52210,0.0
52211,0.0
52212,0.0
52213,0.4046103
52214,0.75310093
52215,0.0
52216,2.5659537
52217,0.0
52218,0.0
52219,0.0
52220,0.0
52221,0.0
52222,0.0
52223,0.0
52224,0.0
52225,0.0
52226,0.0
52227,0.10731212
52228,0.065679274
52229,0.0
52230,0.0
52231,0.0
52232,0.0
52233,0.47182
52234,0.27324247
52235,0.0
52236,0.0
52237,0.0
52238,0.0
52239,0.0
52240,0.0
52241,0.0
52242,0.0
52243,0.0
52244,0.06655343
52245,0.08605511
52246,0.0
52247,0.0
52248,0.0
52249,0.0
52250,0.0
52251,0.0
52252,0.26885507
52253,0.0
52254,0.0
52255,0.0
52256,0.0
52257,8.4925305e-05
52258,0.0
52259,0.0
52260,5.874986
52261,0.0
52262,2.459091
52263,0.53286237
52264,0.0
52265,0.0
52266,0.0
52267,0.0
52268,0.0
52269,0.8484668
52270,0.0
52271,0.0
52272,0.0
52273,0.0
52274,0.0
52275,0.010537965
52276,0.0
52277,0.0
52278,0.0
52279,0.04455171
52280,0.0
52281,0.032155726
52282,0.0
52283,0.0
52284,0.0
52285,0.0
52286,0.0
52287,0.0
52288,0.14314364
52289,5.5119915
52290,5.125671
52291,0.0
52292,0.0
52293,0.0
52294,0.0
52295,0.40635198
52296,0.0
52297,0.0
52298,4.0468817
52299,0.0
52300,0.0
52301,0.0
52302,0.0
52303,0.0
52304,9.928071
52305,0.52334094
52306,0.0
52307,0.0
52308,0.0
52309,0.0
52310,0.32605624
52311,0.16639835
